Provider Number	Name	Geographic Labor Market Area	Pre Reclass Labor Market Area  	Payment Labor Market Area (for purposes of Capital and DSH)	SSA COUNTY CODE	REGION	URGEO	URSPA	RECLASS	POST RECLASS Labor Market Area	FY 2011 Wage Index	 FY 2011 Puerto Rico Specific wage index	LUGAR	Section 401 hospital	Section 505 eligible	Section 505 wage adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	BEDS	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPG	DSHCPG	Operating CCR	Capital CCR	Provider Type	FY11 HSP Rate	BILLS	TACMIV27	CMIV27	CASETA27	IME_TACMIV27	IME_CASETA27	TACMIV28	CMIV28	CASETA28	IME_TACMIV28	IME_CASETA28	FY 2011 GAF	FY 2011 Puerto Rico Specific GAF	Cost of Living Adjustment-Capital	OUT11F	COUT11F	MCR_PCT
330059	MONTEFIORE MEDICAL CENTER	35644	35644	35644	33020	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.6723	0.7367	1191	1123	0.31255	0.23109	0.56361	0.35713	0.1209	0.188	0.017	0	.	18868	1.59046	1.60907	18502.33	1.48996	13741.43	1.58777	1.60459	18545.49	1.48311	13768.1	1.2045	0	1	0.0294	0.0475	0.26821
330061	LAWRENCE HOSPITAL CENTER	35644	35644	35644	33800	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0	0	281	144	0	0	0.10204	0	0.02088	0.338	0.03	0	.	4043	1.2372	1.24085	4009.86	.	.	1.23761	1.24074	4014.45	.	.	1.2045	0	1	0.0246	0.0311	0.48802
330064	NEW YORK DOWNTOWN HOSPITAL	35644	35644	35644	33420	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.4955	0.5942	130	112	0.23899	0.18256	0.76159	0.52046	0.16675	0.405	0.029	0	.	2074	1.40862	1.41671	2033.19	1.33075	768.47	1.40867	1.41544	2039.76	1.33398	770.11	1.2045	0	1	0.0147	0.017	0.35605
330065	NIAGARA FALLS MEMORIAL MEDICAL CENTE	15380	15380	15380	33500	2	LURBAN	LURBAN	N	15380	0.958	0				.	1	0.0507	0.0821	175	113	0.02731	0.02344	0.52487	0.32517	0.11214	0.448	0.037	0	.	1898	1.12772	1.13357	1884.92	1.14634	908.7	1.12956	1.13531	1886	1.15325	909.44	0.9710	0	1	0.0286	0.0343	0.38484
330067	SAINT FRANCIS HOPSITAL	39100	39100	39100	33230	2	OURBAN	OURBAN	N	39100	1.1384	0				.	1	0	0	315	137	0	0	0.48044	0.28851	0.10218	0.235	0.025	0	.	2859	1.46325	1.48162	2806.9	.	.	1.47785	1.49472	2813.45	.	.	1.0928	0	1	0.0314	0.0601	0.37199
330073	UNITED MEMORIAL MEDICAL CENTER	33	33	40380	33290	2	RURAL	LURBAN	L	40380	0.8665	0	LUGAR			.	1	0	0	131	76	0	0	0.30896	0.14704	0.06456	0.452	0.04	0	.	1427	1.17518	1.18061	1401.32	.	.	1.17665	1.18148	1403.39	.	.	0.9065	0	1	0.0036	0.005	0.36585
330074	FF THOMPSON HOSPITAL	40380	40380	40380	33530	2	LURBAN	LURBAN	N	40380	0.8665	0				.	1	0	0	113	54	0	0	0.15962	0.03125	0.03285	0.547	0.052	0	.	1301	1.17767	1.17881	1277.3	.	.	1.1881	1.18872	1279.55	.	.	0.9065	0	1	0.0332	0.0504	0.61817
330075	A. L. LEE MEMORIAL HOSPITAL	45060	45060	45060	33560	2	OURBAN	OURBAN	N	45060	0.9952	0				.	1	0	0	67	31	0	0	0.16873	0.03717	0	0.442	0.022	0	.	416	1.13222	1.13531	411.38	.	.	1.15725	1.1604	411.72	.	.	0.9967	0	1	0.0625	0.0336	0.69766
330078	SISTERS OF CHARITY HOSPITAL	15380	15380	15380	33240	2	LURBAN	LURBAN	N	15380	0.958	0				.	1	0.0968	0.1404	266	170	0.05148	0.04042	0.20774	0.06354	0.04296	0.41	0.027	0	.	3114	1.46525	1.47131	3082.78	1.43706	3428.62	1.46106	1.46635	3087.16	1.4391	3434.27	0.9710	0	1	0.0497	0.0341	0.25733
330079	ADIRONDACK MEDICAL CENTER	33	33	33	33270	2	RURAL	RURAL	W	47	0.9282	0				.	1	0	0	85	34	0	0	0.21804	0.07203	0	0.578	0.037	17	5934.55	1216	1.41418	1.42333	1192.03	.	.	1.4337	1.44207	1194.27	.	.	0.9503	0	1	0.0278	0.0178	0.53483
330080	LINCOLN MEDICAL&MENTAL HEALTH CENTER	35644	35644	35644	33020	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.6853	0.9155	302	220	0.31778	0.2948	1.09111	0.79232	0.24726	0.709	0.026	0	.	2199	1.22159	1.22442	2137.39	1.07642	2586.92	1.21016	1.21281	2143.42	1.06511	2593.57	1.2045	0	1	0.0219	0.0054	0.13725
330084	ALICE HYDE MEDICAL CENTER	33	33	33	33270	2	RURAL	RURAL	N	33	0.8282	0				.	1	0	0	76	33	0	0	0.2839	0.12	0	0.618	0.04	16	5898.43	1171	1.07065	1.07665	1155.48	.	.	1.08476	1.09055	1156.62	.	.	0.8789	0	1	0.0148	0.0105	0.58665
330085	AO FOX MEMORIAL HOSPITAL	33	33	33	33570	2	RURAL	RURAL	N	33	0.8282	0				.	1	0	0	100	46	0	0	0.23078	0.08254	0	0.603	0.052	17	5397.54	1942	1.14344	1.14886	1920.04	.	.	1.16389	1.16915	1921.95	.	.	0.8789	0	1	0.0039	0.0056	0.58879
330086	THE MOUNT VERNON HOSPITAL	35644	35644	35644	33800	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.2404	0.4564	107	65	0.12308	0.13746	0.32392	0.15938	0.06779	0.419	0.012	0	.	1442	1.39752	1.41024	1416.08	1.14897	399.6	1.38072	1.39125	1419.76	1.13348	400.03	1.2045	0	1	0.0371	0.0032	0.49913
330088	EASTERN LONG ISLAND HOSPITAL	35004	35004	35004	33700	2	LURBAN	LURBAN	N	35004	1.2529	0				.	1	0	0	67	42	0	0	0.42605	0.12	0	0.348	0.026	0	.	1005	1.0375	1.04188	998.29	.	.	1.0407	1.0446	999.11	.	.	1.1670	0	1	0.0106	0.0107	0.38408
330090	ARNOT OGDEN MEDICAL CENTER	21300	21300	21300	33070	2	OURBAN	OURBAN	W	27060	0.9141	0				.	1	0	0	196	144	0	0	0.25454	0.10215	0.0529	0.407	0.03	7	.	3988	1.57784	1.59151	3945.74	.	.	1.59617	1.60886	3950.45	.	.	0.9403	0	1	0.0202	0.0177	0.45678
330091	ST JOSEPH HOSPITAL	15380	15380	15380	33240	2	LURBAN	LURBAN	N	15380	0.958	0				.	1	0	0	119	101	0	0	0.06275	0	0.01279	0.376	0.021	0	.	951	1.36764	1.37068	944.08	.	.	1.37119	1.37261	944.94	.	.	0.9710	0	1	0.0375	0.0134	0.38049
330094	COLUMBIA MEMORIAL HOSPITAL	33	33	10580	33200	2	RURAL	OURBAN	L	38340	1.0107	0	LUGAR			.	1	0	0	102	69	0	0	0.24052	0.09058	0.04991	0.446	0.039	7	.	2775	1.29086	1.29948	2719.76	.	.	1.27941	1.28513	2728.54	.	.	1.0073	0	1	0.0093	0.0118	0.60016
330096	JONES MEMORIAL HOSPITAL	33	33	33	33010	2	RURAL	RURAL	N	33	0.8282	0				.	1	0	0	70	22	0	0	0.2425	0.09221	0	0.544	0.078	16	4574.13	875	1.27196	1.28161	854.3	.	.	1.25264	1.26093	856.79	.	.	0.8789	0	1	0.0063	0.0242	0.57571
330100	NEW YORK EYE AND EAR INFIRMARY	35644	35644	35644	33420	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.4492	1.5	32	8	0.21888	0.52699	0.66185	0.12	0	0.473	0.027	0	.	156	1.03682	1.03614	155.72	1.37436	43	1.07928	1.0785	155.69	1.40925	43	1.2045	0	1	0	0	0.15778
330101	NEW YORK-PRESBYTERIAN HOSPITAL	35644	35644	35644	33420	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.6237	0.7249	1800	1549	0.29281	0.22699	0.43356	0.24984	0.09177	0.315	0.033	0	.	26265	1.97715	1.99247	25792.71	1.89713	5639.64	1.98553	1.99814	25858.12	1.89609	5651.48	1.2045	0	1	0.1173	0.2149	0.3161
330102	KENMORE MERCY HOSPITAL	15380	15380	15380	33240	2	LURBAN	LURBAN	N	15380	0.958	0				.	1	0	0	164	105	0	0	0.09749	0	0.01994	0.42	0.027	0	.	2279	1.54683	1.55351	2235.6	.	.	1.54621	1.55095	2242.52	.	.	0.9710	0	1	0.0873	0.0566	0.41813
330103	OLEAN GENERAL HOSPITAL	33	33	33	33040	2	RURAL	RURAL	N	33	0.8435	0			YES	0.0153	1	0.0058	0.0164	156	88	0.00317	0.00464	0.20376	0.06025	0	0.468	0.035	17	4800.22	2755	1.25156	1.25765	2716.94	1.21627	962.23	1.23158	1.23612	2723.43	1.20536	963.69	0.8900	0	1	0.0055	0.0053	0.55691
330104	NYACK HOSPITAL	35644	35644	35644	33620	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0	0	267	187	0	0	0.32194	0.15775	0.06736	0.236	0.01	0	.	5111	1.44625	1.46369	4996.39	.	.	1.44988	1.46443	5011.74	.	.	1.2045	0	1	0.0177	0.004	0.45159
330106	NORTH SHORE UNIVERSITY HOSPITAL	35004	35004	35004	33400	2	LURBAN	LURBAN	W	35644	1.2845	0				.	1	0.3894	0.4124	845	798	0.19234	0.12342	0.15834	0.03042	0.03258	0.253	0.023	0	.	17659	1.69089	1.70221	17487.25	1.84035	5196.76	1.69511	1.70451	17511.54	1.84552	5203.69	1.1870	0	1	0.0796	0.1083	0.4142
330107	PECONIC BAY MEDICAL CENTER	35004	35004	35004	33700	2	LURBAN	LURBAN	N	35004	1.2529	0				.	1	0	0	138	80	0	0	0.1951	0.05432	0.0403	0.229	0.012	0	.	3190	1.21967	1.22575	3138.91	.	.	1.22121	1.22658	3146.36	.	.	1.1670	0	1	0.0138	0.0039	0.55506
330108	ST. JOSEPH S HOSPITAL	21300	21300	21300	33070	2	OURBAN	OURBAN	N	21300	0.8497	0				.	1	0	0	103	75	0	0	0.31448	0.1516	0.06575	0.41	0.027	0	.	1972	1.10064	1.10475	1958.84	.	.	1.11094	1.11473	1959.58	.	.	0.8945	0	1	0.0253	0.0194	0.59412
330111	BERTRAND CHAFFEE HOSPITAL	15380	15380	15380	33240	2	LURBAN	LURBAN	N	15380	0.958	0				.	1	0	0	24	12	0	0	0.07192	0	0	0.554	0.043	0	.	366	0.92614	0.93366	358.08	.	.	0.93756	0.945	358.83	.	.	0.9710	0	1	0	0	0.42081
330115	ONEIDA HEALTHCARE CENTER	45060	45060	45060	33360	2	OURBAN	OURBAN	N	45060	0.9952	0				.	1	0	0	101	34	0	0	0.23608	0.08692	0.04897	0.52	0.025	0	.	951	1.14341	1.14981	938.84	.	.	1.14846	1.15419	940.14	.	.	0.9967	0	1	0.0249	0.0056	0.526
330119	LENOX HILL HOSPITAL	35644	35644	35644	33420	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.4067	0.5673	523	386	0.20008	0.17362	0.20174	0.05863	0.0417	0.183	0.018	0	.	8350	1.80805	1.81929	8254.38	1.81853	3303.12	1.82377	1.83381	8265.3	1.81891	3306.83	1.2045	0	1	0.099	0.1482	0.40169
330125	ROCHESTER GENERAL HOSPITAL	40380	40380	40380	33370	2	LURBAN	LURBAN	N	40380	0.8665	0				.	1	0.2568	0.276	437	396	0.13094	0.081	0.19567	0.05469	0.04042	0.399	0.032	0	.	6630	1.75162	1.77398	6462.87	1.7658	8162.35	1.7686	1.78778	6480.34	1.78714	8181.14	0.9065	0	1	0.0328	0.0371	0.30916
330126	ORANGE REGIONAL MEDICAL CENTER	39100	39100	39100	33540	2	OURBAN	OURBAN	W	35644	1.2845	0				.	1	0	0	381	233	0	0	0.18079	0.04501	0.03729	0.25	0.011	0	.	7985	1.37539	1.3868	7847.93	.	.	1.3655	1.37498	7870.32	.	.	1.1870	0	1	0.0419	0.0116	0.58101
330127	JACOBI MEDICAL CENTER	35644	35644	35644	33020	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.8702	1.0537	326	261	0.3896	0.34629	0.86046	0.60203	0.19034	0.48	0.037	0	.	2387	1.4524	1.45717	2332.6	1.3625	1483.41	1.44593	1.4499	2339.77	1.35735	1485.66	1.2045	0	1	0.0613	0.0703	0.17381
330128	ELMHURST HOSPITAL CENTER	35644	35644	35644	33590	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.5962	0.6974	344	296	0.28149	0.21751	0.81621	0.56552	0.17973	0.431	0.034	0	.	2561	1.28753	1.28909	2532.73	1.10456	1824.55	1.30206	1.30385	2535.16	1.11385	1825.18	1.2045	0	1	0.0483	0.0583	0.16691
330132	TLC HEALTH NETWORK	33	33	33	33040	2	RURAL	RURAL	N	33	0.8435	0			YES	0.0153	1	0	0	104	49	0	0	0.50107	0.12	0	0.514	0.027	0	.	885	1.07258	1.07842	871.56	.	.	1.0803	1.08558	873.07	.	.	0.8900	0	1	0.0037	0.0022	0.30226
330135	BON SECOURS COMMUNITY HOSPITAL	39100	39100	39100	33540	2	OURBAN	OURBAN	N	39100	1.1875	0			YES	0.0491	1	0	0	117	57	0	0	0.30549	0.14418	0.06382	0.247	0.011	0	.	1677	1.24987	1.25386	1661.22	.	.	1.25283	1.2561	1663.29	.	.	1.1249	0	1	0.0231	0.0086	0.48638
330136	MARY IMOGENE BASSETT HOSPITAL	33	33	33	33570	2	RURAL	RURAL	W	10580	0.8664	0				.	1	0.3368	0.5152	160	105	0.16842	0.15649	0.19598	0.05489	0	0.458	0.036	17	8313.51	3734	1.60693	1.61704	3668.19	1.58207	602.12	1.59381	1.60237	3678.44	1.56935	603.1	0.9065	0	1	0.03	0.0319	0.56532
330140	ST. JOSEPH S HOSPITAL HEALTH CENTER	45060	45060	45060	33520	2	OURBAN	OURBAN	N	45060	0.9952	0				.	1	0.1285	0.1718	404	298	0.06774	0.04968	0.20422	0.06063	0.04222	0.403	0.024	0	.	8844	1.85393	1.86597	8660.7	1.93036	1677.28	1.85638	1.8651	8694.51	1.94178	1682.9	0.9967	0	1	0.0485	0.0246	0.55004
330141	BROOKHAVEN MEMORIAL HOSPITAL	35004	35004	35004	33700	2	LURBAN	LURBAN	N	35004	1.2529	0				.	1	0.0078	0.011	260	235	0.00425	0.00311	0.19781	0.05608	0.04087	0.192	0.01	0	.	7030	1.32724	1.33676	6926.88	1.26705	911.25	1.31782	1.32674	6940.15	1.25772	913.28	1.1670	0	1	0.0274	0.0114	0.52865
330144	IRA DAVENPORT MEMORIAL HOSPITAL	33	33	33	33690	2	RURAL	RURAL	N	33	0.8338	0			YES	0.0056	1	0	0	38	12	0	0	0.24193	0.09174	0	0.572	0.036	14	5465.6	601	0.95464	0.96422	586.19	.	.	0.96745	0.97632	587.01	.	.	0.8830	0	1	0.0007	0.0005	0.65148
330151	ST. JAMES MERCY HOSPITAL	33	33	33	33690	2	RURAL	RURAL	N	33	0.8338	0			YES	0.0056	1	0	0	139	37	0	0	0.40082	0.12	0	0.402	0.039	16	5867.05	956	1.21116	1.24087	921.6	.	.	1.22454	1.25381	923.94	.	.	0.8830	0	1	0.0065	0.0104	0.3843
330152	LONG ISLAND COLLEGE HOSPITAL	35644	35644	35644	33331	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.6386	0.927	319	220	0.2989	0.29901	0.49793	0.30294	0.10609	0.329	0.037	0	.	3505	1.44276	1.45117	3452.55	1.39926	2231.89	1.45154	1.4588	3457.5	1.40019	2233.56	1.2045	0	1	0.0931	0.1941	0.25011
330153	ELLIS HOSPITAL	10580	10580	10580	33650	2	OURBAN	OURBAN	N	10580	0.8664	0				.	1	0.0491	0.1088	373	211	0.02646	0.03118	0.1966	0.05529	0.04061	0.242	0.018	0	.	5772	1.69309	1.70076	5671.31	1.69245	2451.62	1.66634	1.67243	5691.64	1.65417	2459.58	0.9065	0	1	0.0435	0.038	0.53606
330157	SAMARITAN MEDICAL CENTER	33	33	33	33330	2	RURAL	RURAL	W	45060	0.9952	0				.	1	0.0183	0.0382	246	108	0.00995	0.01084	0.22208	0.07537	0	0.563	0.032	0	.	2463	1.39287	1.40386	2427.41	1.3695	408.54	1.36279	1.37258	2432.99	1.33932	409.83	0.9967	0	1	0.1356	0.0797	0.60007
330158	GOOD SAMARITAN HOSPITAL	35644	35644	35644	33620	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0	0	351	219	0	0	0.28249	0.1252	0.05887	0.178	0.011	0	.	5197	1.82505	1.84768	5112.82	.	.	1.82887	1.84757	5125.65	.	.	1.2045	0	1	0.0287	0.0172	0.48199
330159	COMMUNITY GENERAL HOSPITAL	45060	45060	45060	33520	2	OURBAN	OURBAN	N	45060	0.9952	0				.	1	0.0421	0.0651	286	113	0.02274	0.01854	0.18123	0.0453	0.03738	0.502	0.024	0	.	3348	1.31978	1.32518	3302.65	1.39124	551.16	1.33739	1.34154	3310.48	1.41599	552.12	0.9967	0	1	0.0485	0.0185	0.52598
330160	STATEN ISLAND UNIVERSITY HOSPITAL	35644	35644	35644	33610	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.3765	0.427	536	472	0.18652	0.12806	0.3266	0.16159	0.06837	0.297	0.012	0	.	8856	1.56347	1.58554	8687.28	1.55361	5995.27	1.56953	1.58957	8707.53	1.55759	6005.66	1.2045	0	1	0.0198	0.0036	0.29559
330162	NORTHERN WESTCHESTER HOSPITAL	35644	35644	35644	33800	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0	0	148	112	0	0	0.10019	0	0.0205	0.466	0.041	0	.	3424	1.29516	1.30232	3372.07	.	.	1.2923	1.29802	3378.33	.	.	1.2045	0	1	0.033	0.04	0.44792
330163	EASTERN NIAGARA HOSPITAL	15380	15380	15380	33500	2	LURBAN	LURBAN	N	15380	0.958	0				.	1	0	0	110	64	0	0	0.3667	0.19468	0.07708	0.579	0.03	0	.	1850	1.08797	1.09311	1836.9	.	.	1.09919	1.10372	1838.25	.	.	0.9710	0	1	0.0141	0.0051	0.37504
330164	HIGHLAND HOSPITAL OF ROCHESTER	40380	40380	40380	33370	2	LURBAN	LURBAN	N	40380	0.8665	0				.	1	0.2357	0.2909	248	201	0.12082	0.08556	0.23201	0.08356	0.0481	0.604	0.033	0	.	3438	1.53152	1.53638	3339.26	1.56734	3244.52	1.52665	1.53046	3354.12	1.56525	3257.35	0.9065	0	1	0.0923	0.0489	0.30438
330166	WESTFIELD MEMORIAL HOSPITAL	33	33	33	33060	2	RURAL	RURAL	N	33	0.8282	0				.	1	0	0	18	3	0	0	0.14648	0	0	1.148	0.09	0	.	66	0.87972	0.89877	62.54	.	.	0.89505	0.91475	62.82	.	.	0.8789	0	1	0	0	0.39635
330167	WINTHROP UNIVERSITY HOSPITAL	35004	35004	35004	33400	2	LURBAN	LURBAN	W	35644	1.2845	0				.	1	0.4397	0.4625	507	485	0.21471	0.13942	0.13006	0	0.02669	0.246	0.018	0	.	10810	1.65044	1.65994	10700.57	1.71808	2681.79	1.65176	1.66007	10717.34	1.71759	2685.98	1.1870	0	1	0.0711	0.0616	0.4324
330169	BETH ISRAEL MEDICAL CENTER	35644	35644	35644	33420	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.4251	0.5457	886	675	0.20826	0.16649	0.55001	0.34591	0.11782	0.286	0.023	0	.	13174	1.39052	1.40244	13037.88	1.36602	5996.22	1.40674	1.41779	13049.49	1.37869	6000.52	1.2045	0	1	0.0569	0.0707	0.36352
330175	CORTLAND REGIONAL MEDICAL CENTER	33	33	33	33210	2	RURAL	RURAL	N	33	0.8555	0			YES	0.0273	1	0	0	119	55	0	0	0.25276	0.10068	0	0.564	0.05	16	5864.49	2033	1.12844	1.13512	1993.6	.	.	1.12676	1.13315	1997.12	.	.	0.8986	0	1	0.0235	0.0333	0.66078
330177	EDWARD JOHN NOBLE HOSPTAL	33	33	33	33630	2	RURAL	RURAL	N	33	0.8282	0				.	1	0	0	47	11	0	0	0.30973	0.12	0	0.73	0.031	16	5922.28	446	0.94505	0.94956	440.59	.	.	0.9578	0.96251	440.83	.	.	0.8789	0	1	0	0	0.5984
330180	SAMARITAN HOSPITAL	10580	10580	10580	33600	2	OURBAN	OURBAN	N	10580	0.8664	0				.	1	0	0	175	84	0	0	0.22189	0.07521	0.04596	0.381	0.024	0	.	2206	1.29171	1.29603	2172.86	.	.	1.28766	1.29137	2177.46	.	.	0.9065	0	1	0.0348	0.0243	0.49403
330181	GLEN COVE HOSPITAL	35004	35004	35004	33400	2	LURBAN	LURBAN	W	35644	1.2845	0				.	1	0.0967	0.1487	192	124	0.05142	0.04286	0.07787	0	0.01589	0.309	0.026	0	.	3785	1.4428	1.44842	3746.2	1.50307	891.48	1.45245	1.45665	3750.5	1.51142	893.32	1.1870	0	1	0.0163	0.0181	0.55344
330182	ST.FRANCIS HOSPITAL	35004	35004	35004	33400	2	LURBAN	LURBAN	W	35644	1.2845	0				.	1	0.0091	0.0095	300	290	0.00496	0.00268	0.05603	0	0.01141	0.313	0.025	0	.	9968	2.28294	2.3023	9891.47	2.46623	1861.55	2.31725	2.33284	9900.48	2.4977	1862.68	1.1870	0	1	0.0989	0.0983	0.64924
330184	SOUND SHORE MEDICAL CENTER	35644	35644	35644	33800	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.2765	0.4509	199	125	0.14029	0.13569	0.39166	0.21527	0.08254	0.44	0.015	0	.	3497	1.43892	1.45026	3440.94	1.39768	666.08	1.40758	1.41738	3450.48	1.3676	667.38	1.2045	0	1	0.0418	0.0068	0.44587
330185	JOHN T. MATHER MEMORIAL HOSPITAL	35004	35004	35004	33700	2	LURBAN	LURBAN	N	35004	1.2529	0				.	1	0	0	195	179	0	0	0.08646	0	0.01766	0.345	0.017	0	.	5664	1.31281	1.32123	5604.9	.	.	1.28995	1.297	5617.12	.	.	1.1670	0	1	0.1401	0.0585	0.57174
330188	MOUNT ST. MARY S HOSPITAL	15380	15380	15380	33500	2	LURBAN	LURBAN	N	15380	0.958	0				.	1	0	0	155	93	0	0	0.24028	0.09038	0.04986	0.514	0.03	0	.	1955	1.329	1.34102	1916.42	.	.	1.32831	1.33789	1922.12	.	.	0.9710	0	1	0.0056	0.0024	0.39587
330189	AMC SOUTH CLINICAL CAMPUS	10580	10580	10580	33000	2	OURBAN	OURBAN	N	10580	0.8664	0				.	1	0.1072	1.5	20	0	0.05684	0.52699	0.0833	0	0	0.681	0.06	0	.	4	0.97365	0.97365	4	.	.	1.0372	1.0372	4	.	.	0.9065	0	1	0	0	0.07692
330191	GLENS FALLS HOSPITAL	24020	24020	24020	33750	2	OURBAN	OURBAN	W	10580	0.8664	0				.	1	0	0	276	206	0	0	0.22055	0.0741	0.04567	0.482	0.035	0	.	5589	1.39177	1.39622	5504.34	.	.	1.37326	1.37658	5518.62	.	.	0.9065	0	1	0.0821	0.0721	0.53663
330193	FLUSHING HOSPITAL MEDICAL CENTER	35644	35644	35644	33590	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.3896	0.5502	275	212	0.19243	0.16797	0.46557	0.27625	0.09887	0.404	0.023	0	.	3534	1.5734	1.58102	3500.43	1.4511	1537.22	1.55623	1.56326	3504.43	1.43963	1539.13	1.2045	0	1	0.0076	0.0041	0.36798
330194	MAIMONIDES MEDICAL CENTER	35644	35644	35644	33331	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.6349	0.6581	574	552	0.29739	0.20408	0.61438	0.39901	0.13248	0.347	0.026	0	.	11077	1.69324	1.7048	10915.52	1.73483	3828.99	1.69601	1.70601	10934.85	1.73997	3834.43	1.2045	0	1	0.2624	0.2801	0.41131
330195	LONG ISLAND JEWISH MEDICAL CENTER	35644	35644	35644	33590	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.8079	0.8942	625	565	0.36589	0.28704	0.33861	0.1715	0.07097	0.244	0.02	0	.	8810	1.61892	1.63381	8716.44	1.69763	4043.94	1.61469	1.62733	8727.57	1.68049	4049.21	1.2045	0	1	0.045	0.0546	0.28217
330196	CONEY ISLAND HOSPITAL	35644	35644	35644	33331	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.4171	0.4638	292	253	0.20472	0.13984	0.82002	0.56867	0.18064	0.501	0.038	0	.	4746	1.34584	1.35172	4656.45	1.35889	1479.6	1.34444	1.34971	4667.26	1.35459	1481.67	1.2045	0	1	0.0284	0.0358	0.38019
330197	CANTON-POTSDM   HOSPITAL	33	33	33	33630	2	RURAL	RURAL	N	33	0.8282	0				.	1	0	0	89	59	0	0	0.41362	0.12	0	0.603	0.043	16	6202.59	1499	1.12758	1.13502	1473.06	.	.	1.14149	1.14797	1475.35	.	.	0.8789	0	1	0.014	0.0137	0.34529
330198	SOUTH NASSAU COMMUNITIES HOSPITAL	35004	35004	35004	33400	2	LURBAN	LURBAN	W	35644	1.2845	0				.	1	0.0918	0.1096	370	310	0.04888	0.03141	0.12485	0	0.0256	0.25	0.021	0	.	8323	1.4838	1.49473	8238.58	1.43895	1571.12	1.48684	1.49679	8249.49	1.44545	1573.03	1.1870	0	1	0.0285	0.0317	0.55229
330199	METROPOLITAN HOSPITAL CENTER	35644	35644	35644	33420	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.7463	1.1769	207	129	0.34197	0.39392	1.04852	0.75718	0.23655	0.55	0.024	0	.	947	1.13139	1.15046	918.31	1.0329	1249.24	1.12932	1.14617	921.15	1.02223	1251.91	1.2045	0	1	0.1374	0.0526	0.11295
330201	KINGSBROOK JEWISH MEDICAL CENTER	35644	35644	35644	33331	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.2792	0.3245	189	169	0.14157	0.0959	0.50498	0.30876	0.10767	0.248	0.014	0	.	2953	1.7827	1.81012	2908.79	1.55707	1784.27	1.7896	1.81508	2912.96	1.56294	1786.24	1.2045	0	1	0.014	0.0071	0.44661
330202	KINGS COUNTY HOSPITAL CENTER	35644	35644	35644	33331	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.769	0.9906	411	310	0.35084	0.32253	0.89771	0.63276	0.19936	0.518	0.045	0	.	1824	1.36175	1.37491	1784.22	1.26258	1725.84	1.37492	1.38657	1786.52	1.27011	1726.98	1.2045	0	1	0.0611	0.0886	0.11806
330203	CROUSE HOSPITAL	45060	45060	45060	33520	2	OURBAN	OURBAN	N	45060	0.9952	0				.	1	0.1151	0.192	440	269	0.0609	0.05568	0.38633	0.21087	0.08137	0.526	0.035	0	.	6104	1.49796	1.50383	6007.93	1.50788	1193.22	1.50328	1.50845	6021.99	1.51434	1194.55	0.9967	0	1	0.0566	0.0431	0.35345
330204	BELLEVUE HOSPITAL CENTER	35644	35644	35644	33420	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0.7476	1.1752	527	337	0.34248	0.39325	0.86794	0.6082	0.19215	0.461	0.035	0	.	2284	1.34982	1.36389	2249.97	1.3242	1683.16	1.36543	1.37881	2252.23	1.33916	1684.55	1.2045	0	1	0.0231	0.028	0.12677
330205	SAINT ANTHONY S COMMUNITY HOSPITAL	39100	39100	39100	33540	2	OURBAN	OURBAN	N	39100	1.1875	0			YES	0.0491	1	0	0	73	34	0	0	0.07918	0	0	0.233	0.018	0	.	1153	1.30965	1.32072	1131.15	.	.	1.29762	1.30692	1134.13	.	.	1.1249	0	1	0.0356	0.0327	0.61499
330208	ST. JOHN S RIVERSIDE HOSPITAL	35644	35644	35644	33800	2	LURBAN	LURBAN	N	35644	1.3122	0				.	1	0	0	388	250	0	0	0.53417	0.33284	0.11424	0.36	0.016	0	.	4458	1.23637	1.24181	4425.23	.	.	1.23773	1.24291	4428.06	.	.	1.2045	0	1	0.0177	0.0052	0.34537
