Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 505 wage adjustment,Section 505 eligible,Section 401 hosptial,Post Reclass Wage Index,COLA,RESBED,SSA COUNTY CODE,HSP Rate,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area,Puerto Rico Specific Post Reclass wage index,PROVIDER TYPE,LUGAR,RECLASS,BILLS,CASETA24,TACMIV24,CMIV24,CASETA25,TACMIV25,CMIV25,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,COLACP,DSHOPG,DSHCPG,OUT08F,COUT08F,MCR_PCT
320067,GUADALUPE COUNTY HOSPITAL,32,32,32,0,,,0.8966,1,0,32090,12506.65,0,10,2,0.822,0.015,0.28167,32,0,16,,N,125,122.61,0.88034,0.88246,122.65,0.89571,0.89975,8,RURAL,RURAL,0,0,0.9280,0,1,0.12,0,0,0,0.59588
320069,MINERS' COLFAX MEDICAL CENTER,32,32,32,0,,,0.8966,1,0,32030,6444.48,0,36,13,0.852,0.04,0.07206,32,0,16,,N,718,704.54,1.08372,1.09435,706.26,1.06823,1.07831,8,RURAL,RURAL,0,0,0.9280,0,1,0,0,0.00812,0.001,0.59971
320070,ACOMA CANONCITO LAQUNA PHS HOSPITAL,10740,99,99,0,,,1.4401,1,0,32300,. ,0,15,0,0.384,0.03222,0.11524,99,0,8,,N,132,128.56,0.95314,0.95858,128.72,0.97792,0.98229,8,OURBAN,RURAL,0,0,1.2837,0,1,0,0,. ,. ,. 
320074,LOVELACE WESTSIDE HOSPITAL,10740,10740,10740,0,,,0.9726,1,0,32000,. ,0,69,15,0.377,0.035,0.14668,10740,0,0,,N,458,431.5,1.19548,1.21134,434.05,1.20045,1.21051,8,OURBAN,OURBAN,0,0,0.9812,0,1,0,0,0.00278,0.00354,0.39179
320079,PRESBYTERIAN KASEMAN HOSPITAL,10740,10740,10740,0,,,0.9726,1,0,32000,. ,0,74,19,0.357,0.025,0.11119,10740,0,0,,N,532,507.31,1.07654,1.08823,509.89,1.07727,1.08911,8,OURBAN,OURBAN,0,0,0.9812,0,1,0,0,0.00935,0.00608,0.38327
320083,HEART HOSPITAL OF NEW MEXICO,10740,10740,10740,0,,,0.9726,1,0,32000,. ,0,55,40,0.319,0.036,0.16096,10740,0,0,,N,1694,1669.72,2.50429,2.54656,1671.8,2.42828,2.46461,8,OURBAN,OURBAN,0,0,0.9812,0,1,0.03212,0,0.02693,0.05832,0.62679
320084,ROOSEVELT GENERAL HOSPITAL,32,32,32,0,,,0.8966,1,0,32200,. ,0,22,7,0.709,0.066,0.24429,32,0,0,,N,613,599.36,0.95165,0.95648,600.89,0.95691,0.96088,8,RURAL,RURAL,0,0,0.9280,0,1,0.09369,0,0.00563,0.00807,0.57472
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,29740,29740,29740,0.0024,YES,,0.899,1,0,32060,. ,0,119,66,0.288,0.031,0.27316,29740,0,0,,N,3146,3104.61,1.67184,1.69393,3109.87,1.69452,1.7142,8,OURBAN,OURBAN,0,0,0.9297,0,1,0.11751,0.05687,0.04767,0.08053,0.58957
330002,PENINSULA HOSPITAL CENTER,35644,35644,35644,0,,,1.323,1,0.2147,33590,. ,0.3614,192,123,0.449,0.015,0.50278,35644,0,0,,N,2194,2164.74,1.55439,1.56187,2168.46,1.55658,1.56163,2,LURBAN,LURBAN,0.11064,0.10737,1.2113,0,1,0.30694,0.10718,0.05234,0.00532,0.55658
330003,ALBANY MEMORIAL HOSPITAL,10580,10580,10580,0,,,0.8668,1,0,33000,. ,0,165,77,0.537,0.025,0.10852,10580,0,0,,N,2581,2540.06,1.38186,1.39599,2549.9,1.39776,1.40449,2,OURBAN,OURBAN,0,0,0.9067,0,1,0,0.02222,0.02816,0.00917,0.56377
330004,KINGSTON HOSPITAL,28740,28740,28740,0,,,1.0763,1,0.0622,33740,. ,0.1081,145,96,0.405,0.03,0.29197,39100,0,0,,W,3035,2974.12,1.29504,1.31914,2981.13,1.29866,1.31866,2,OURBAN,OURBAN,0.0334,0.03098,1.0516,0,1,0.13303,0.06091,0.02408,0.01795,0.53048
330005,KALEIDA HEALTH,15380,15380,15380,0,,,0.9589,1,0.3408,33240,. ,0.4737,1006,697,0.391,0.037,0.30579,15380,0,0,,N,13764,13527.52,1.57515,1.58357,13571.23,1.56971,1.57492,2,LURBAN,LURBAN,0.17025,0.14302,0.9717,0,1,0.14443,0.06388,0.07575,0.10433,0.35311
330006,ST JOSEPH'S HOSPITAL YONKERS,35644,35644,35644,0,,,1.323,1,0.1594,33800,. ,0.2463,159,101,0.474,0.042,0.40787,35644,0,0,,N,2676,2631.74,1.27828,1.27926,2642.41,1.29557,1.29581,2,LURBAN,LURBAN,0.08334,0.07198,1.2113,0,1,0.22864,0.0861,0.01721,0.02218,0.53177
330008,WYOMING COUNTY COMMUNITY HOSPITAL,33,33,15380,0,,,0.9589,1,0,33900,5048.79,0,90,37,0.753,0.03,0.22055,15380,0,16,LUGAR,L,937,924.82,1.19462,1.19933,925.45,1.18692,1.19012,2,RURAL,LURBAN,0,0,0.9717,0,1,0.0741,0,0.00993,0.0018,0.5369
330009,BRONX-LEBANON HOSPITAL CENTER,35644,35644,35644,0,,,1.323,1,0.6247,33020,. ,0.7172,462,393,0.397,0.037,1.09101,35644,0,0,,N,3453,3407.72,1.26278,1.2783,3410.95,1.29384,1.30762,2,LURBAN,LURBAN,0.29322,0.22433,1.2113,0,1,0.79223,0.24724,0.00242,0.00471,0.18696
330010,AMSTERDAM MEMORIAL HOSPITAL,33,33,33,0.0067,YES,,0.8419,1,0,33380,. ,0,24,.,0.702,0.079,0.0575,33,0,0,,N,3,3,0.96953,0.96953,3,0.92393,0.92393,2,RURAL,RURAL,0,0,0.8888,0,1,0,0,0,0,. 
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",13780,13780,13780,0,,,0.9068,1,0.0405,33030,. ,0.0745,159,109,0.485,0.023,0.17307,13780,0,0,,N,4056,3964.99,1.3986,1.40323,3981.72,1.38978,1.39313,2,OURBAN,OURBAN,0.02188,0.02125,0.9352,0,1,0.04,0.03567,0.01857,0.00376,0.64727
330013,ALBANY MEDICAL CENTER HOSPITAL,10580,10580,10580,0,,,0.8668,1,0.5653,33000,. ,0.755,512,397,0.376,0.032,0.31853,10580,0,0,,N,7216,7124.42,1.86757,1.87253,7138.03,1.87347,1.87711,2,OURBAN,OURBAN,0.26862,0.23746,0.9067,0,1,0.15494,0.06663,0.14501,0.15263,0.33921
330014,JAMAICA HOSPITAL MEDICAL CENTER,35644,35644,35644,0,,,1.323,1,0.4203,33590,. ,0.4843,289,262,0.49,0.03,0.69298,35644,0,0,,N,3399,3335.27,1.27422,1.30086,3343.52,1.2941,1.31591,2,LURBAN,LURBAN,0.20614,0.14645,1.2113,0,1,0.46386,0.15065,0.00833,0.00519,0.27448
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",35644,35644,35644,0,,,1.323,1,0,33331,. ,0,134,115,0.443,0.026,0.64921,35644,0,0,,N,3867,3834.62,1.26377,1.27144,3843.38,1.24645,1.25224,2,LURBAN,LURBAN,0,0,1.2113,0,1,0.42775,0.1405,0.0138,0.00729,0.51614
330023,VASSAR BROTHERS MEDICAL CENTER,39100,39100,39100,0,,,1.2342,1,0,33230,. ,0,315,252,0.228,0.018,0.16248,14860,0,0,,W,8425,8302.9,1.53723,1.55727,8331.56,1.52054,1.53103,2,OURBAN,OURBAN,0,0,1.1550,0,1,0.03311,0.03345,0.03968,0.03208,0.5578
330024,MOUNT SINAI HOSPITAL,35644,35644,35644,0,,,1.323,1,0.582,33420,. ,0.7517,901,765,0.352,0.048,0.42172,35644,0,0,,N,17588,17350.16,1.81462,1.82532,17370.32,1.80445,1.81198,2,LURBAN,LURBAN,0.2756,0.23631,1.2113,0,1,0.24007,0.08915,0.06906,0.17184,0.40124
330025,"INTER-COMMUNITY MEMORIAL HOSPITAL AT NEWFANE, INC.",15380,15380,15380,0,,,0.9589,1,0,33500,. ,0,71,32,0.536,0.036,0.18723,15380,0,0,,N,962,953.84,1.08375,1.08467,954.08,1.07949,1.08184,2,LURBAN,LURBAN,0,0,0.9717,0,1,0.0492,0,0.01318,0.00884,0.54288
330027,NASSAU UNIVERSITY MEDICAL CENTER,35004,35004,35004,0,,,1.3003,1,0.5735,33400,. ,1.0033,395,245,0.444,0.029,0.5056,35644,0,0,,W,3203,3115.26,1.37492,1.38519,3130.74,1.37947,1.38564,2,LURBAN,LURBAN,0.27205,0.32728,1.1970,0,1,0.30927,0.10781,0.09083,0.05753,0.22686
330028,SVCMC-ST VINCENT'S HOSPITAL STATEN ISLAND,35644,35644,35644,0,,,1.323,1,0.3222,33610,. ,0.3889,369,282,0.362,0.038,0.45061,35644,0,0,,N,3461,3385.89,1.47986,1.51035,3397.72,1.51001,1.53304,2,LURBAN,LURBAN,0.16168,0.116,1.2113,0,1,0.2639,0.09554,0.11262,0.19025,0.25702
330029,SHEEHAN MEMORIAL HOSPITAL,15380,15380,15380,0,,,0.9589,1,0,33240,. ,0,109,26,0.608,0.063,1.17327,15380,0,0,,N,119,118.75,0.52238,0.52282,118.91,0.62676,0.62676,2,LURBAN,LURBAN,0,0,0.9717,0,1,0.8601,0.26819,0.00152,0.0093,0.14447
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,40380,40380,40380,0,,,0.8919,1,0,33770,. ,0,104,42,0.424,0.033,0.29305,40380,0,0,,N,1129,1103.76,1.26387,1.28421,1107.14,1.24186,1.2598,2,LURBAN,LURBAN,0,0,0.9246,0,1,0.13392,0.06114,0.0078,0.00669,0.58092
330033,"CHENANGO MEMORIAL HOSPITAL, INC",33,33,33,0.0223,YES,,0.8575,1,0,33080,. ,0,58,19,0.52,0.019,0.22893,33,0,0,,N,972,951.2,1.19728,1.19911,954.32,1.1717,1.17274,2,RURAL,RURAL,0,0,0.9001,0,1,0.08102,0,0.01381,0.00092,0.61755
330036,COMMUNITY HOSPITAL AT DOBBS FERRY,35644,35644,35644,0,,,1.323,1,0,33800,. ,0,50,22,0.395,0.023,0.12226,35644,0,0,,N,893,874.11,1.17936,1.18718,879.22,1.19163,1.20095,2,LURBAN,LURBAN,0,0,1.2113,0,1,0,0,0.00313,0.00003,0.60508
330037,LAKESIDE MEMORIAL HOSPITAL,40380,40380,40380,0,,,0.8919,1,0,33370,. ,0,61,41,0.492,0.035,0.12499,40380,0,0,,N,755,743.92,1.20896,1.21382,747.62,1.15841,1.16123,2,LURBAN,LURBAN,0,0,0.9246,0,1,0,0,0.05011,0.0319,0.50119
330041,PARKWAY HOSPITAL,35644,35644,35644,0,,,1.323,1,0,33590,. ,0,251,155,0.122,0.002,0.46491,35644,0,0,,N,2641,2617.14,1.33925,1.34474,2620.94,1.38148,1.3851,2,LURBAN,LURBAN,0,0,1.2113,0,1,0.2757,0.09872,0.00762,0,0.46868
330043,SOUTHSIDE HOSPITAL,35004,35004,35004,0,,,1.2878,1,0.0899,33700,. ,0.1225,281,221,0.289,0.027,0.35014,35004,0,0,,N,4242,4176.32,1.37068,1.37319,4187.82,1.35103,1.35252,2,LURBAN,LURBAN,0.0479,0.03517,1.1891,0,1,0.18102,0.07348,0.03564,0.04761,0.4017
330044,FAXTON-ST LUKE'S HEALTHCARE,46540,46540,33,0,,,0.8774,1,0.0161,33510,. ,0.0257,342,223,0.436,0.034,0.22221,46540,0,0,,N,7204,7104,1.32094,1.32574,7113.8,1.3297,1.3341,2,OURBAN,RURAL,0.00876,0.00728,0.9143,0,1,0.07547,0,0.06696,0.0589,0.6402
330045,HUNTINGTON HOSPITAL,35004,35004,35004,0,,,1.2878,1,0.0135,33700,. ,0.0179,246,217,0.326,0.018,0.1019,35004,0,0,,N,7188,7102.18,1.34043,1.347,7120.9,1.34296,1.34805,2,LURBAN,LURBAN,0.00735,0.00506,1.1891,0,1,0,0.02085,0.0452,0.015,0.59723
330046,ST LUKE'S ROOSEVELT HOSPITAL,35644,35644,35644,0,,,1.323,1,0.5909,33420,. ,0.778,721,544,0.244,0.034,0.61232,35644,0,0,,N,9639,9472.44,1.39816,1.40528,9501.99,1.41006,1.41665,2,LURBAN,LURBAN,0.27929,0.24552,1.2113,0,1,0.39731,0.13201,0.0586,0.15392,0.31007
330047,ST MARY'S HOSPITAL AT AMSTERDAM,33,33,33,0.0067,YES,,0.8419,1,0,33380,. ,0,121,89,0.55,0.03,0.2621,33,0,0,,N,3027,2982.65,1.1874,1.19085,2985.94,1.1873,1.1901,2,RURAL,RURAL,0,0,0.8888,0,1,0.10838,0,0.01699,0.00834,0.6083
330049,NORTHERN DUTCHESS HOSPITAL,39100,39100,39100,0,,,1.2342,1,0,33230,. ,0,58,31,0.268,0.013,0.07882,14860,0,0,,W,1210,1188.85,1.52972,1.53473,1192.09,1.50939,1.51359,2,OURBAN,OURBAN,0,0,1.1550,0,1,0,0,0.00299,0.00007,0.5946
330053,MEDINA MEMORIAL HOSPITAL,40380,40380,40380,0,,,0.8919,1,0,33550,. ,0,46,21,0.987,0.046,0.23451,40380,0,0,,N,811,797.34,1.03592,1.04691,797.23,1.05185,1.06086,2,LURBAN,LURBAN,0,0,0.9246,0,1,0.08562,0,0.00631,0.00251,0.87989
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,35644,35644,35644,0,,,1.323,1,0.3823,33590,. ,0.3905,439,403,0.321,0.019,0.42173,35644,0,0,,N,9442,9294.51,1.5656,1.59022,9325.16,1.55167,1.57146,2,LURBAN,LURBAN,0.18914,0.1165,1.2113,0,1,0.24008,0.08915,0.04002,0.02152,0.392
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,35644,35644,35644,0,,,1.323,1,0.4605,33331,. ,0.5964,428,286,0.394,0.035,0.69377,35644,0,0,,N,4135,4066.14,1.43435,1.45324,4079.36,1.46714,1.48548,2,LURBAN,LURBAN,0.22383,0.1833,1.2113,0,1,0.46451,0.15084,0.01069,0.01472,0.32755
330057,ST PETER'S HOSPITAL,10580,10580,10580,0,,,0.8668,1,0.0545,33000,. ,0.0711,394,326,0.326,0.017,0.16637,10580,0,0,,N,9260,9133.75,1.71107,1.72552,9150.89,1.71887,1.72911,2,OURBAN,OURBAN,0.02933,0.02027,0.9067,0,1,0.03564,0.03426,0.03233,0.00869,0.48296
330058,GENEVA GENERAL HOSPITAL,40380,40380,40380,0,,,0.8919,1,0,33530,. ,0,117,49,0.59,0.05,0.20023,40380,0,0,,N,1773,1713.47,1.26404,1.27243,1722.81,1.25197,1.2586,2,LURBAN,LURBAN,0,0,0.9246,0,1,0.05765,0.04138,0.00951,0.00929,0.53038
330059,MONTEFIORE MEDICAL CENTER,35644,35644,35644,0,,,1.323,1,0.7899,33020,. ,0.9282,995,832,0.191,0.022,0.57903,35644,0,0,,N,15837,15528.82,1.52585,1.54251,15560.55,1.53493,1.54812,2,LURBAN,LURBAN,0.35895,0.29945,1.2113,0,1,0.36985,0.1244,0.02914,0.05899,0.31633
330061,LAWRENCE HOSPITAL CENTER,35644,35644,35644,0,,,1.323,1,0,33800,. ,0,281,144,0.363,0.029,0.08316,35644,0,0,,N,3957,3916.34,1.20049,1.20389,3924.12,1.21112,1.21404,2,LURBAN,LURBAN,0,0,1.2113,0,1,0,0.01698,0.03542,0.03018,0.51848
330064,NEW YORK DOWNTOWN HOSPITAL,35644,35644,35644,0,,,1.323,1,0.4166,33420,. ,0.5856,172,109,0.426,0.037,0.85008,35644,0,0,,N,2199,2167.03,1.18937,1.19336,2171.11,1.22456,1.22697,2,LURBAN,LURBAN,0.20449,0.1797,1.2113,0,1,0.59347,0.18785,0.04529,0.0592,0.34611
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,15380,15380,15380,0,,,0.9589,1,0.0592,33500,. ,0.1119,189,123,0.43,0.031,0.52677,15380,0,0,,N,2197,2184.38,1.05617,1.05869,2187.01,1.05752,1.05972,2,LURBAN,LURBAN,0.03181,0.03208,0.9717,0,1,0.32674,0.11257,0.03518,0.02869,0.38706
330066,ST CLARE'S HOSPITAL,10580,10580,10580,0,,,0.8668,1,0.1519,33650,. ,0.3999,200,81,0.449,0.026,0.2526,10580,0,0,,N,2482,2442.6,1.27919,1.28526,2446.43,1.2887,1.29207,2,OURBAN,OURBAN,0.07957,0.11947,0.9067,0,1,0.10055,0.05248,0.02569,0.01038,0.53214
330067,ST FRANCIS HOSPITAL,39100,39100,39100,0,,,1.2342,1,0,33230,. ,0,315,153,0.259,0.024,0.47161,14860,0,0,,W,3011,2934.7,1.44835,1.47886,2947.4,1.46154,1.48627,2,OURBAN,OURBAN,0,0,1.1550,0,1,0.28123,0.10021,0.02638,0.034,0.40275
330072,OUR LADY OF MERCY MEDICAL CENTER,35644,35644,35644,0,,,1.323,1,0.3974,33020,. ,0.6419,344,222,0.411,0.028,0.56884,35644,0,0,,N,4287,4197.9,1.39382,1.41744,4220.14,1.40758,1.42604,2,LURBAN,LURBAN,0.19593,0.19859,1.2113,0,1,0.36144,0.12209,0.0374,0.02694,0.4179
330073,UNITED MEMORIAL MEDICAL CENTER,33,33,40380,0,,,0.8919,1,0,33290,. ,0,126,69,0.441,0.022,0.3437,40380,0,0,LUGAR,L,1803,1773.17,1.08862,1.09278,1774.55,1.06816,1.07332,2,RURAL,LURBAN,0,0,0.9246,0,1,0.1757,0.07208,0.01047,0.00353,0.457
330074,F F THOMPSON HOSPITAL,40380,40380,40380,0,,,0.8919,1,0,33530,. ,0,113,48,0.681,0.073,0.16096,40380,0,0,,N,1407,1366.84,1.22425,1.23091,1372.61,1.21752,1.22314,2,LURBAN,LURBAN,0,0,0.9246,0,1,0.03212,0.03313,0.01787,0.02607,0.46499
330075,ALBERT LINDLEY LEE MEMORIAL HOSPITAL,45060,45060,45060,0,,,0.995,1,0,33560,. ,0,67,37,0.465,0.019,0.08571,45060,0,0,,N,1549,1529.52,1.13371,1.1427,1535.88,1.10729,1.11368,2,OURBAN,OURBAN,0,0,0.9966,0,1,0,0,0.02899,0.00503,0.77258
330078,SISTERS OF CHARITY HOSPITAL,15380,15380,15380,0,,,0.9589,1,0.1539,33240,. ,0.2156,227,177,0.376,0.026,0.2881,15380,0,0,,N,2955,2901.09,1.45061,1.46136,2915.36,1.4526,1.46048,2,LURBAN,LURBAN,0.08058,0.06273,0.9717,0,1,0.12983,0.06008,0.00977,0.00571,0.32539
330079,ADIRONDACK MEDICAL CENTER,33,33,33,0,,,0.9428,1,0,33270,4646.8,0,85,38,0.581,0.041,0.17093,47,0,17,,W,1462,1443.15,1.39195,1.39799,1445.68,1.36914,1.37476,2,RURAL,RURAL,0,0,0.9605,0,1,0.0386,0,0.03561,0.02242,0.54889
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,35644,35644,35644,0,,,1.323,1,0.6836,33020,. ,0.8946,302,231,0.515,0.032,1.14251,35644,0,0,,N,3224,3139.03,1.15541,1.16965,3140.71,1.17428,1.18388,2,LURBAN,LURBAN,0.3171,0.28718,1.2113,0,1,0.83472,0.26031,0.00921,0.00668,0.2013
330084,ALICE HYDE MEDICAL CENTER,33,33,33,0,,,0.8352,1,0,33270,4291.46,0,76,35,0.581,0.044,0.24022,33,0,16,,N,1265,1236.25,1.0908,1.0956,1240,1.07103,1.07633,2,RURAL,RURAL,0,0,0.8840,0,1,0.09033,0,0.00569,0.00492,0.61619
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,33,33,33,0,,,0.9603,1,0,33570,5176.71,0,100,49,0.568,0.034,0.17656,45060,0,17,,W,2286,2254.09,1.14219,1.14681,2262.44,1.108,1.11107,2,RURAL,RURAL,0,0,0.9726,0,1,0.04226,0,0.00315,0.00101,0.63417
330086,MOUNT VERNON HOSPITAL,35644,35644,35644,0,,,1.323,1,0.201,33800,. ,0.342,146,92,0.461,0.014,0.35571,35644,0,0,,N,1806,1788.7,1.35004,1.35797,1789.84,1.35791,1.364,2,LURBAN,LURBAN,0.10395,0.10132,1.2113,0,1,0.18561,0.07469,0.04165,0.00176,0.50291
330088,EASTERN LONG ISLAND HOSPITAL,35004,35004,35004,0,,,1.2878,1,0,33700,. ,0,62,47,0.37,0.024,0.47308,35004,0,0,,N,1217,1199.21,1.02282,1.03435,1203.35,1.05653,1.06694,2,LURBAN,LURBAN,0,0,1.1891,0,1,0.12,0,0.00686,0.00457,0.42701
330090,ARNOT OGDEN MEDICAL CENTER,21300,21300,21300,0,,,0.8352,1,0,33070,. ,0,216,136,0.466,0.032,0.25839,21300,0,0,,N,3900,3871.61,1.46093,1.4644,3874.25,1.45816,1.46121,2,OURBAN,OURBAN,0,0,0.8840,0,1,0.10532,0.05372,0.05182,0.03455,0.52602
330091,ST JOSEPH HOSPITAL OF CHEEKTOWAGA NEW YORK,15380,15380,15380,0,,,0.9589,1,0,33240,. ,0,127,92,0.363,0.021,0.07273,15380,0,0,,N,2405,2376.83,1.36134,1.3697,2383.49,1.35512,1.3614,2,LURBAN,LURBAN,0,0,0.9717,0,1,0,0.01484,0.02312,0.00889,0.50621
330094,COLUMBIA MEMORIAL HOSPITAL,33,33,10580,0,,,0.9271,1,0,33200,. ,0,174,78,0.498,0.03,0.18873,28740,0,7,LUGAR,L,2780,2721.88,1.26196,1.27281,2731.93,1.2511,1.26033,2,RURAL,OURBAN,0,0,0.9495,0,1,0.05017,0.03896,0.01394,0.00657,0.62337
330096,JONES MEMORIAL HOSPITAL,33,33,33,0,,,0.8352,1,0,33010,4386.99,0,70,28,0.599,0.074,0.20207,33,0,16,,N,1227,1187.76,1.23076,1.23707,1194.74,1.21572,1.22183,2,RURAL,RURAL,0,0,0.8840,0,1,0.05886,0,0.00319,0.0077,0.61439
330100,NY EYE AND EAR INFIRMARY,35644,35644,35644,0,,,1.323,1,0.3414,33420,. ,1.5,69,8,0.358,0.031,0.61456,35644,0,0,,N,205,202.5,1.05033,1.08891,203.51,1.02092,1.04886,2,LURBAN,LURBAN,0.17053,0.52699,1.2113,0,1,0.12,0,0.00218,0.00071,0.24623
330101,NEW YORK-PRESBYTERIAN HOSPITAL,35644,35644,35644,0,,,1.323,1,0.6523,33420,. ,0.7816,1660,1464,0.302,0.039,0.43088,35644,0,0,,N,25912,25565.72,1.88606,1.90225,25638.17,1.89879,1.91053,2,LURBAN,LURBAN,0.30447,0.24678,1.2113,0,1,0.24763,0.09117,0.10004,0.21826,0.31672
330102,KENMORE MERCY HOSPITAL,15380,15380,15380,0,,,0.9589,1,0,33240,. ,0,128,101,0.364,0.03,0.06381,15380,0,0,,N,2806,2744.5,1.36577,1.3746,2756.27,1.36959,1.37912,2,LURBAN,LURBAN,0,0,0.9717,0,1,0,0.01301,0.01976,0.0174,0.4913
330103,OLEAN GENERAL HOSPITAL,33,33,33,0,,,0.8352,1,0.0166,33040,4596.18,0.033,172,89,0.472,0.042,0.20384,39,0,17,,W,3247,3205.87,1.15015,1.15469,3210.66,1.14788,1.15242,2,RURAL,RURAL,0.00903,0.00936,0.8840,0,1,0.06032,0,0.01085,0.01222,0.65509
330104,NYACK HOSPITAL,35644,35644,35644,0,,,1.323,1,0,33620,. ,0,277,205,0.232,0.012,0.31367,35644,0,0,,N,4897,4773.77,1.35703,1.37027,4801.57,1.36607,1.37787,2,LURBAN,LURBAN,0,0,1.2113,0,1,0.15093,0.06558,0.00557,0.00156,0.45828
330106,NORTH SHORE UNIVERSITY HOSPITAL,35004,35004,35004,0,,,1.3003,1,0.4302,33400,. ,0.4482,765,758,0.274,0.028,0.13956,35644,0,0,,W,17953,17757.08,1.69903,1.70867,17803.14,1.69393,1.69968,2,LURBAN,LURBAN,0.21052,0.13483,1.1970,0,1,0,0.02866,0.08727,0.12756,0.4063
330107,PECONIC BAY MEDICAL CENTER,35004,35004,35004,0,,,1.2878,1,0,33700,. ,0,154,74,0.243,0.014,0.18024,35004,0,0,,N,2969,2903.78,1.26267,1.27049,2911.74,1.26866,1.27692,2,LURBAN,LURBAN,0,0,1.1891,0,1,0.04466,0.03717,0.02806,0.01158,0.57362
330108,"ST JOSEPH'S HOSPITAL, INC",21300,21300,21300,0,,,0.8352,1,0,33070,. ,0,159,87,0.426,0.039,0.23615,21300,0,0,,N,2475,2460.44,1.17731,1.17811,2462.18,1.18212,1.18343,2,OURBAN,OURBAN,0,0,0.8840,0,1,0.08697,0.04898,0.0363,0.04194,0.65287
330111,BERTRAND CHAFFEE HOSPITAL,15380,15380,15380,0,,,0.9589,1,0,33240,. ,0,32,16,0.73,0.065,0.07702,15380,0,0,,N,583,566.73,1.07606,1.08206,570.13,1.07411,1.0777,2,LURBAN,LURBAN,0,0,0.9717,0,1,0,0,0.00492,0.00504,0.61201
330115,ONEIDA HEALTHCARE CENTER,45060,45060,45060,0,,,0.995,1,0,33360,. ,0,101,42,0.511,0.029,0.21764,45060,0,0,,N,1351,1325.68,1.18387,1.19323,1333.85,1.15405,1.15815,2,OURBAN,OURBAN,0,0,0.9966,0,1,0.0717,0.04506,0.0226,0.0086,0.57368
330119,LENOX HILL HOSPITAL,35644,35644,35644,0,,,1.323,1,0.3567,33420,. ,0.4898,570,435,0.169,0.017,0.21943,35644,0,0,,N,9261,9195.67,1.78005,1.78842,9208.94,1.78069,1.78745,2,LURBAN,LURBAN,0.17753,0.14823,1.2113,0,1,0.07318,0.04544,0.07629,0.10559,0.40174
330125,ROCHESTER GENERAL HOSPITAL,40380,40380,40380,0,,,0.8919,1,0.2533,33370,. ,0.2752,436,389,0.488,0.031,0.21439,40380,0,0,,N,7692,7514.84,1.74961,1.77407,7538.77,1.74315,1.75681,2,LURBAN,LURBAN,0.12927,0.08076,0.9246,0,1,0.06902,0.04437,0.04035,0.02147,0.40108
330126,ORANGE REGIONAL MEDICAL CENTER,39100,39100,39100,0,,,1.3003,1,0,33540,. ,0,381,241,0.283,0.019,0.18207,35644,0,0,,W,7751,7618.89,1.31067,1.32007,7632.11,1.30881,1.31751,2,OURBAN,OURBAN,0,0,1.1970,0,1,0.04585,0.03756,0.03454,0.0212,0.56626
330127,JACOBI MEDICAL CENTER,35644,35644,35644,0,,,1.323,1,0.7088,33020,. ,0.811,374,262,0.485,0.029,0.89166,35644,0,0,,N,2562,2504.1,1.38798,1.39557,2508.16,1.41099,1.41577,2,LURBAN,LURBAN,0.32716,0.25717,1.2113,0,1,0.62777,0.19789,0.04168,0.02687,0.19341
330128,CITY HOSPITAL CENTER AT ELMHURST,35644,35644,35644,0,,,1.323,1,0.5571,33590,. ,0.6142,340,275,0.437,0.039,0.82131,35644,0,0,,N,2557,2529.73,1.23236,1.23396,2533.36,1.25604,1.25602,2,LURBAN,LURBAN,0.26518,0.18926,1.2113,0,1,0.56973,0.18095,0.07016,0.08897,0.21988
330132,TLC HEALTH NETWORK,33,33,33,0.0131,YES,,0.8483,1,0,33040,. ,0,104,48,0.516,0.035,0.52263,33,0,0,,N,978,958.63,1.13499,1.15533,963.86,1.13564,1.15308,2,RURAL,RURAL,0,0,0.8935,0,1,0.12,0,0.00143,0.00103,0.33444
330133,CABRINI MEDICAL CENTER,35644,35644,35644,0,,,1.323,1,0.4132,33420,. ,0.7349,236,162,0.228,0.017,0.51245,35644,0,0,,N,2804,2764.58,1.37401,1.3771,2768.38,1.40864,1.41201,2,LURBAN,LURBAN,0.20298,0.23046,1.2113,0,1,0.31492,0.10935,0.02968,0.02519,0.49752
