Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),SSA COUNTY CODE,REGION,URGEO,URSPA,RECLASS,Post Reclass Labor Market Area,Post Reclass Wage Index,Puerto Rico Specific Post Reclass wage index,LUGAR,Section 401 hospital,Section 505 eligible,Section 505 wage adjustment,Cost of Living Adjustment,Resident to Bed Ratio,RDAY,BEDS,Average Daily Census,TCHOP,TCHCP,DSHPCT,DSHOPG,DSHCPG,Operating CCR,Capital CCR,Provider Type,HSP Rate,BILLS,CASETA25,TACMIV25,CMIV25,CASETA26,TACMIV26,CMIV26,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,Cost of Living Adjustment-Capital,OUT09F,COUT09F,MCR_PCT
190135,OCHSNER BAPTIST MEDICAL CENTER LLC,35380,35380,35380,19350,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0.0434,1.5,297,126,0.02343,0.2635,0.07849,0,0.01602,0.452,0.076,0,.,59,58.54,1.64976,1.64498,58.54,1.6382,1.63393,0.9271,0.0000,1,0.3587,1.0194,0.2589
190140,FRANKLIN MEDICAL CENTER,19,19,19,19200,7,RURAL,RURAL,N,19,0.7691,0,,,0.0035,YES,1,0,0,39,16,0,0,0.35268,0.18311,0,0.606,0.038,14,5108.65,934,915.15,0.94549,0.95131,915.76,0.89998,0.90688,0.8355,0.0000,1,0.0049,0.0033,0.6043
190144,MINDEN MEDICAL CENTER INC,19,19,19,19590,7,RURAL,RURAL,W,43340,0.8519,0,,,.,,1,0,0,119,45,0,0,0.5134,0.31571,0,0.254,0.033,7,.,1731,1693.36,1.22087,1.24042,1694.32,1.19351,1.21368,0.8960,0.0000,1,0.0014,0.0038,0.4911
190145,LASALLE GENERAL HOSPITAL,19,19,19,19290,7,RURAL,RURAL,N,19,0.7746,0,,,0.009,YES,1,0,0,60,28,0,0,0.36279,0.19145,0,0.306,0.011,14,3955.96,1016,1006.31,0.95353,0.95541,1006.59,0.93425,0.93637,0.8395,0.0000,1,0.0034,0.0013,0.7427
190146,EAST JEFFERSON GENERAL HOSPITAL,35380,35380,35380,19250,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0.0539,0.073,366,266,0.02901,0.01041,0.21846,0.07238,0.04523,0.319,0.024,0,.,5450,5389.15,1.5581,1.56361,5390.9,1.55487,1.56123,0.9271,0.0000,1,0.0823,0.0738,0.4515
190151,RICHARDSON MEDICAL CENTER,19,19,19,19410,7,RURAL,RURAL,N,19,0.7656,0,,,.,,1,0,0,40,16,0,0,0.29782,0.13785,0,0.735,0.036,14,4505.71,789,772.61,0.90178,0.90808,772.97,0.85778,0.86519,0.8328,0.0000,1,0.0069,0.0038,0.7196
190152,,35380,35380,35380,19250,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,207,94,0,0,0.34835,0.17954,0.07309,0.192,0.034,0,.,15,14.11,1.18292,1.19175,14.11,1.20605,1.20694,0.9271,0.0000,1,0.063,0.2316,0.2026
190160,GLENWOOD REGIONAL MEDICAL CENTER,33740,33740,33740,19360,7,OURBAN,OURBAN,N,33740,0.7935,0,,,.,,1,0,0,120,97,0,0,0.2359,0.08677,0.04893,0.274,0.031,0,.,3782,3727.59,1.51283,1.5288,3729.33,1.48795,1.50493,0.8535,0.0000,1,0.0504,0.1025,0.5634
190161,W O MOSS REGIONAL MEDICAL CENTER,29340,29340,29340,19090,7,OURBAN,OURBAN,N,29340,0.7656,0,,,.,,1,0,0,17,11,0,0,0.27161,0.11623,0,1.001,0.051,0,.,134,133.58,1.02224,1.02194,133.58,0.97833,0.97776,0.8328,0.0000,1,0.0444,0.0173,0.0794
190164,BYRD REGIONAL HOSPITAL,19,19,19,19570,7,RURAL,RURAL,W,45,0.8123,0,,,.,,1,0,0,52,42,0,0,0.40012,0.12,0,0.175,0.023,0,.,1976,1945.06,1.12017,1.13065,1946.28,1.11106,1.12214,0.8673,0.0000,1,0.0349,0.0952,0.6214
190167,VILLE PLATTE MEDICAL CENTER,19,19,19,19190,7,RURAL,RURAL,W,29180,0.8422,0,,,.,,1,0,0,100,27,0,0,0.43712,0.25277,0,0.364,0.039,14,5766.95,1667,1634.48,1.27392,1.27418,1635.8,1.2615,1.26228,0.8890,0.0000,1,0.0063,0.0145,0.6499
190175,RIVER PARISHES HOSPITAL,35380,35380,35380,19430,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,106,31,0,0,0.39338,0.21669,0.08292,0.259,0.032,0,.,1159,1136.18,1.25674,1.27502,1136.81,1.25037,1.26843,0.9271,0.0000,1,0.0081,0.0192,0.4993
190176,TULANE MEDICAL CENTER,35380,35380,35380,19350,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0.5105,1.0186,185,112,0.24543,0.16651,0.66052,0.43708,0.14311,0.256,0.017,0,.,2229,2195.05,1.82018,1.83131,2196.32,1.85669,1.868,0.9271,0.0000,1,0.2775,0.2379,0.2677
190177,LAKEVIEW REGIONAL MEDICAL CENTER,35380,35380,35380,19510,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0.0554,0.1107,170,85,0.0298,0.01587,0.32179,0.15763,0.06733,0.195,0.019,0,.,2184,2144.58,1.65278,1.66441,2145.97,1.64905,1.66234,0.9271,0.0000,1,0.0462,0.0761,0.4676
190183,LEONARD J CHABERT MEDICAL CENTER,26380,26380,26380,19540,7,OURBAN,OURBAN,N,26380,0.7844,0,,,.,,1,0.1986,0.3721,125,65,0.10277,0.05536,0.51101,0.31373,0.10902,0.459,0.013,0,.,719,714.62,1.22271,1.22472,714.7,1.19507,1.19799,0.8468,0.0000,1,0.0688,0.0118,0.1532
190184,CITIZENS MEDICAL CENTER,19,19,19,19100,7,RURAL,RURAL,W,33740,0.7758,0,,,.,,1,0,0,40,9,0,0,0.30919,0.14723,0,0.559,0.035,14,7664.95,388,382,0.94628,0.95203,382.09,0.91953,0.92727,0.8404,0.0000,1,0.0238,0.0172,0.7677
190190,CALDWELL MEMORIAL HOSPITAL,19,19,19,19100,7,RURAL,RURAL,N,19,0.7731,0,,,0.0075,YES,1,0,0,37,8,0,0,0.61438,0.12,0,0.518,0.018,0,.,406,389.26,0.91831,0.92677,389.8,0.91906,0.92976,0.8384,0.0000,1,0,0,0.4609
190191,DOCTORS HOSPITAL OF OPELOUSAS,19,19,19,19480,7,RURAL,RURAL,W,29180,0.8422,0,,,.,,1,0,0,117,37,0,0,0.53082,0.12,0,0.291,0.013,0,.,1545,1515.68,1.35515,1.36001,1516.89,1.33786,1.34377,0.8890,0.0000,1,0.0381,0.0115,0.5256
190196,WOMEN'S AND CHILDREN'S HOSPITAL,29180,29180,29180,19270,7,OURBAN,OURBAN,N,29180,0.8422,0,,,.,,1,0,0,160,79,0,0,0.69637,0.46666,0.15144,0.198,0.048,0,.,58,58,0.91626,0.91626,58,0.90561,0.90561,0.8890,0.0000,1,0,0,0.0068
190199,VILLA FELICIANA MEDICAL COMPLEX,12940,12940,12940,19180,7,OURBAN,OURBAN,N,12940,0.8131,0,,,.,,1,0,0,40,2,0,0,0.51138,0.12,0,0.941,0.02,0,.,42,40.27,1.05558,1.06862,40.32,1.04089,1.05329,0.8679,0.0000,1,0,0,0.5134
190201,WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES,29340,29340,29340,19090,7,OURBAN,OURBAN,N,29340,0.7656,0,,,.,,1,0,0,105,34,0,0,0.61617,0.40049,0.13289,0.188,0.022,0,.,310,307.01,1.29532,1.30969,307.16,1.27234,1.28625,0.8328,0.0000,1,0.0321,0.1006,0.1046
190202,OCHSNER MEDICAL CENTER-BATON ROUGE,12940,12940,12940,19160,7,OURBAN,OURBAN,N,12940,0.8131,0,,,.,,1,0,0,130,55,0,0,0.24378,0.09327,0.0506,0.296,0.018,0,.,1536,1504.37,1.49735,1.51457,1505.33,1.50299,1.52108,0.8679,0.0000,1,0.0168,0.0093,0.4652
190204,NORTHSHORE REGIONAL MEDICAL CENTER,35380,35380,35380,19510,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,150,84,0,0,0.30006,0.1397,0.06265,0.166,0.018,0,.,1149,1130.13,1.42497,1.44458,1130.68,1.42477,1.44512,0.9271,0.0000,1,0.0638,0.1157,0.2912
190205,SOUTHWEST MEDICAL CENTER,29180,29180,29180,19270,7,OURBAN,OURBAN,N,29180,0.8422,0,,,.,,1,0,0,122,65,0,0,0.22952,0.0815,0.04757,0.185,0.02,0,.,2579,2541.77,1.61349,1.62884,2542.88,1.58156,1.59769,0.8890,0.0000,1,0.0948,0.1687,0.5708
190206,,35380,35380,35380,19250,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0.1305,0.2566,74,66,0.06876,0.03755,0.327,0.12,0,0.198,0.014,0,.,19,17.83,2.06812,2.02495,17.92,2.13223,2.08953,0.9271,0.0000,1,0.042,0.0367,0.282
190208,EAST CARROLL PARISH HOSPITAL,19,19,19,19170,7,RURAL,RURAL,W,4,0.7656,0,,,.,,1,0,0,23,10,0,0,0.56433,0.12,0,0.567,0.018,0,.,438,432.86,0.83484,0.83629,432.91,0.80794,0.80957,0.8328,0.0000,1,0.0058,0.0004,0.4823
190218,SABINE MEDICAL CENTER,19,19,19,19420,7,RURAL,RURAL,N,43340,0.8519,0,,,.,,1,0,0,44,13,0,0,0.2433,0.09287,0,0.364,0.04,16,2706.64,686,671.2,1.01827,1.02515,671.54,0.98625,0.99305,0.8960,0.0000,1,0.0003,0.0012,0.6949
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,43340,43340,43340,19070,7,OURBAN,OURBAN,N,43340,0.8519,0,,,.,,1,0,0,109,82,0,0,0.21644,0.07071,0.0448,0.242,0.02,0,.,2930,2872.7,1.4631,1.47763,2873.97,1.47813,1.494,0.8960,0.0000,1,0.0252,0.0277,0.5278
190241,PHYSICIANS SURGICAL SPECIALTY HOSPITAL,26380,26380,26380,19540,7,OURBAN,OURBAN,N,26380,0.7844,0,,,.,,1,0,0,10,2,0,0,0.22103,0.0745,0,0.357,0.056,0,.,33,32.7,2.14689,2.16812,32.7,2.02084,2.04914,0.8468,0.0000,1,0.1255,0.3669,0.2909
190242,ST ELIZABETH HOSPITAL,12940,12940,12940,19020,7,OURBAN,OURBAN,N,12940,0.8131,0,,,.,,1,0,0,81,33,0,0,0.28531,0.12,0,0.443,0.026,0,.,1193,1168.1,1.16852,1.18275,1168.42,1.16872,1.18308,0.8679,0.0000,1,0.0282,0.0169,0.4722
190245,MONROE SURGICAL HOSPITAL,33740,33740,33740,19360,7,OURBAN,OURBAN,N,33740,0.7935,0,,,.,,1,0,0,10,4,0,0,0.11211,0,0,0.288,0.103,0,.,168,162.48,1.64105,1.68357,162.64,1.57437,1.62149,0.8535,0.0000,1,0.1201,0.888,0.3656
190246,P & S SURGICAL HOSPITAL,19,19,19,19100,7,RURAL,RURAL,N,19,0.7731,0,,,0.0075,YES,1,0,0,10,2,0,0,0.12122,0,0,0.344,0.041,0,.,174,173.13,1.9082,1.90885,173.19,1.85985,1.86086,0.8384,0.0000,1,0.0176,0.0619,0.3668
190249,,12940,12940,12940,19160,7,OURBAN,OURBAN,N,12940,0.8131,0,,,.,,1,0,0,39,3,0,0,0.2087,0.06433,0,1.012,0.052,0,.,35,35,1.73086,1.73086,35,1.54261,1.54261,0.8679,0.0000,1,3.547,1.946,0.1315
190250,"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC",35380,35380,35380,19510,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,58,28,0,0,0.14831,0,0,0.276,0.052,0,.,1837,1788.11,2.04805,2.0833,1789.5,2.01216,2.04997,0.9271,0.0000,1,0.0268,0.1809,0.6325
190251,SURGICAL SPECIALTY CENTRE,12940,12940,12940,19180,7,OURBAN,OURBAN,N,12940,0.8131,0,,,.,,1,0,0,14,2,0,0,0.08035,0,0,0.763,0.027,0,.,86,84.51,1.31653,1.33867,84.52,1.28494,1.31563,0.8679,0.0000,1,0.0419,0.0015,0.2955
190255,PARK PLACE SURGICAL HOSPITAL,29180,29180,29180,19270,7,OURBAN,OURBAN,N,29180,0.8422,0,,,.,,1,0,0,10,1,0,0,0.0001,0,0,0.535,0.092,0,.,4,4,0.8105,0.8105,4,0.82308,0.82308,0.8890,0.0000,1,0,0,0.0952
190256,DOCTORS' HOSPITAL OF SLIDELL,35380,35380,35380,19510,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,10,2,0,0,0.04596,0,0,0.358,0.1,0,.,32,31.16,0.80251,0.80174,31.16,0.76586,0.76549,0.9271,0.0000,1,0.023,0.2075,0.1486
190257,GREEN CLINIC SURGICAL HOSPITAL,19,19,19,19300,7,RURAL,RURAL,W,33740,0.7758,0,,,.,,1,0,0,12,5,0,0,0.10254,0,0,0.385,0.055,0,.,285,282.96,1.66133,1.66613,283.09,1.6234,1.62695,0.8404,0.0000,1,0,0.0052,0.5684
190258,BOSSIER SPECIALTY HOSPITAL,43340,43340,43340,19070,7,OURBAN,OURBAN,N,43340,0.8519,0,,,.,,1,0,0,12,1,0,0,0.585,0.12,0,0.526,0.133,0,.,2,1.77,1.07238,1.04195,1.77,1.04722,1.019,0.8960,0.0000,1,0,0,0.2099
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,29180,29180,29180,19270,7,OURBAN,OURBAN,N,29180,0.8422,0,,,.,,1,0,0,20,4,0,0,0.1353,0,0,0.377,0.089,0,.,199,194.65,2.21362,2.20995,194.98,2.22588,2.22036,0.8890,0.0000,1,0.0189,0.2218,0.3519
190261,OUACHITA COMMUNITY HOSPITAL,33740,33740,33740,19360,7,OURBAN,OURBAN,N,33740,0.7935,0,,,.,,1,0,0,10,0,0,0,0.17947,0.04415,0,1.04,0.027,0,.,28,28,1.48704,1.48704,28,1.39849,1.39849,0.8535,0.0000,1,0.4198,0.0068,0.3032
190263,HEART HOSPITAL OF LAFAYETTE,29180,29180,29180,19270,7,OURBAN,OURBAN,N,29180,0.8422,0,,,.,,1,0,0,32,19,0,0,0.11839,0,0,0.317,0.07,0,.,1267,1255.2,2.14737,2.20002,1255.6,2.07063,2.1229,0.8890,0.0000,1,0.028,0.2379,0.6543
190266,THE NEUROMEDICAL CENTER HOSPITAL,12940,12940,12940,19160,7,OURBAN,OURBAN,N,12940,0.8131,0,,,.,,1,0,0,23,3,0,0,0.07419,0,0,0.292,0.062,0,.,148,147.66,2.39762,2.39814,147.7,2.40656,2.40673,0.8679,0.0000,1,0.143,0.7561,0.1775
190267,FAIRWAY MEDICAL CENTER,35380,35380,35380,19510,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,21,2,0,0,0.01222,0,0,0.445,0.065,0,.,62,61.81,1.41652,1.41826,61.83,1.34601,1.34779,0.9271,0.0000,1,0.5173,1.1177,0.1751
190268,LAFAYETTE GENERAL SURGICAL HOSPITAL,29180,29180,29180,19270,7,OURBAN,OURBAN,N,29180,0.8422,0,,,.,,1,0,0,10,0,0,0,0.3123,0.12,0,0.455,0.06,0,.,13,13,1.71166,1.71166,13,1.67268,1.67268,0.8890,0.0000,1,0,0,.
190270,SOUTHERN SURGICAL HOSPITAL,35380,35380,35380,19510,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,56,3,0,0,0.01003,0,0,0.34,0.096,0,.,172,170.51,1.86273,1.87007,170.62,1.82597,1.83673,0.9271,0.0000,1,0.1701,1.4129,.
190272,SOUTHPARK COMMUNITY HOSPITAL,29180,29180,29180,19270,7,OURBAN,OURBAN,N,29180,0.8422,0,,,.,,1,0,0,20,10,0,0,0.22928,0.08131,0,0.486,0.1,0,.,268,249.12,1.24916,1.30587,249.65,1.26668,1.33247,0.8890,0.0000,1,0,0.0224,0.7262
190273,GREATER BATON ROUGE SURGICAL HOSPITAL,12940,12940,12940,19160,7,OURBAN,OURBAN,N,12940,0.8131,0,,,.,,1,0,0,10,1,0,0,0.11589,0,0,0.489,0.027,0,.,56,55.41,1.73977,1.74122,55.48,1.71258,1.71227,0.8679,0.0000,1,0.0017,0,.
190274,OCHSNER MEDICAL CENTER-KENNER LLC,35380,35380,35380,19250,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0.2267,0.3263,93,.,0.11647,0.04823,0.31949,0.12,0,0.173,0.019,0,.,1204,1190.81,1.64235,1.64126,1191.18,1.65696,1.65655,0.9271,0.0000,1,0.1068,0.191,.
190275,OCHSNER MEDICAL CENTER-WESTBANK LLC,35380,35380,35380,19250,7,LURBAN,LURBAN,N,35380,0.8953,0,,,.,,1,0,0,199,.,0,0,0.46534,0.27606,0.09881,0.187,0.028,0,.,1283,1271.64,1.37145,1.37358,1272.05,1.40461,1.40656,0.9271,0.0000,1,0.0867,0.2598,.
190276,,43340,43340,43340,19080,7,OURBAN,OURBAN,N,43340,0.8519,0,,,.,,1,0,0,60,.,0,0,0.1844,0.04736,0,0.301,0.029,0,.,58,57.27,0.90352,0.90554,57.31,0.90232,0.90619,0.8960,0.0000,1,0.0455,0.0751,.
190277,,19,19,19,19590,7,RURAL,RURAL,N,19,0.8043,0,,,0.0387,YES,1,0,0,25,.,0,0,0.15118,0.02577,0,0.301,0.027,0,.,13,13,0.86375,0.86375,13,0.86384,0.86384,0.8615,0.0000,1,0,0,.
200001,ST JOSEPH HOSPITAL,12620,12620,12620,20090,1,OURBAN,OURBAN,N,12620,1.0078,0,,,.,,1,0,0,112,52,0,0,0.14407,0,0.0296,0.603,0.036,0,.,2706,2663.15,1.33032,1.33521,2664.69,1.32782,1.33444,1.0053,0.0000,1,0.0507,0.026,0.7232
200002,MILES MEMORIAL HOSPITAL,20,20,20,20070,1,RURAL,RURAL,N,20,0.8576,0,,,.,,1,0,0,35,20,0,0,0.14991,0,0,0.415,0.026,16,6167.35,1083,1058.79,1.13667,1.14465,1059.48,1.12456,1.13282,0.9001,0.0000,1,0.0329,0.0199,0.7203
200008,MERCY HOSPITAL,38860,38860,38860,20020,1,OURBAN,OURBAN,N,38860,0.9889,0,,,.,,1,0.0223,0.0373,165,99,0.01211,0.00529,0.22344,0.07649,0.04629,0.575,0.005,0,.,3896,3826.26,1.38414,1.39087,3829.39,1.38281,1.39055,0.9924,0.0000,1,0.0469,0,0.5314
200009,MAINE MEDICAL CENTER,38860,38860,38860,20020,1,OURBAN,OURBAN,N,38860,0.9889,0,,,.,,1,0.272,0.3825,581,409,0.13816,0.05699,0.21842,0.07235,0.04522,0.511,0.032,0,.,11309,11032.59,1.89716,1.90899,11041.64,1.89779,1.91132,0.9924,0.0000,1,0.1025,0.0644,0.4466
200018,"AROOSTOOK MEDICAL CENTER,THE",20,20,20,20010,1,RURAL,RURAL,N,20,0.8576,0,,,.,,1,0,0,83,25,0,0,0.241,0.09098,0,0.372,0.022,14,7361.16,1178,1158.61,1.30688,1.32006,1159.13,1.28279,1.29798,0.9001,0.0000,1,0.0631,0.0343,0.6709
200019,SOUTHERN MAINE MEDICAL CENTER,38860,38860,38860,20150,1,OURBAN,OURBAN,N,38860,0.9889,0,,,.,,1,0.092,0.1894,125,61,0.04899,0.02745,0.19869,0.05665,0.04106,0.428,0.031,0,.,2772,2696.06,1.26642,1.27575,2698.91,1.26245,1.2739,0.9924,0.0000,1,0.0583,0.0472,0.639
200020,YORK HOSPITAL,38860,38860,38860,20150,1,OURBAN,OURBAN,W,40484,0.997,0,,,.,,1,0,0,66,43,0,0,0.05854,0,0,0.458,0.025,0,.,1908,1891.28,1.28852,1.29664,1891.71,1.26353,1.2718,0.9979,0.0000,1,0.0641,0.0247,0.6364
200021,MID COAST HOSPITAL,38860,38860,38860,20020,1,OURBAN,OURBAN,N,38860,0.9889,0,,,.,,1,0,0,74,52,0,0,0.205,0.06128,0,0.507,0.042,0,.,2075,2036.85,1.19861,1.20427,2038.18,1.19209,1.19868,0.9924,0.0000,1,0.0406,0.0415,0.5159
200024,CENTRAL MAINE MEDICAL CENTER,30340,30340,30340,20000,1,OURBAN,OURBAN,W,38860,0.9611,0,,,.,,1,0.054,0.1172,237,107,0.02906,0.01681,0.28054,0.1236,0.05845,0.411,0.033,0,.,4015,3915.89,1.67132,1.68216,3919.54,1.66953,1.68241,0.9732,0.0000,1,0.0486,0.0478,0.5106
200025,PARKVIEW ADVENTIST MEDICAL CENTER,38860,38860,38860,20020,1,OURBAN,OURBAN,N,38860,0.9889,0,,,.,,1,0,0,55,20,0,0,0.16349,0.03377,0,0.469,0.021,0,.,859,847.46,1.15014,1.15129,847.88,1.13335,1.13528,0.9924,0.0000,1,0.2263,0.0857,0.5994
200031,CARY MEDICAL CENTER,20,20,20,20010,1,RURAL,RURAL,N,20,0.8576,0,,,.,,1,0,0,49,20,0,0,0.26219,0.10846,0,0.449,0.023,14,5493.8,1049,1018.91,1.28973,1.29458,1019.89,1.29166,1.29831,0.9001,0.0000,1,0.0308,0.0116,0.7195
200032,STEPHENS MEMORIAL HOSPITAL,20,20,20,20080,1,RURAL,RURAL,N,20,0.8943,0,,,0.0367,YES,1,0,0,50,22,0,0,0.2465,0.09551,0,0.459,0.021,14,5526.27,1261,1222.11,1.16698,1.17768,1223.13,1.14812,1.16068,0.9264,0.0000,1,0.01,0.0022,0.611
200033,EASTERN MAINE MEDICAL CENTER,12620,12620,12620,20090,1,OURBAN,OURBAN,N,12620,1.0078,0,,,.,,1,0.0629,0.0782,302,246,0.03377,0.01116,0.31289,0.15028,0.06541,0.502,0.036,0,.,8505,8387.73,1.79241,1.80881,8391.62,1.79106,1.80825,1.0053,0.0000,1,0.058,0.0444,0.4924
200034,ST MARYS REGIONAL MEDICAL CENTER,30340,30340,30340,20000,1,OURBAN,OURBAN,W,38860,0.9611,0,,,.,,1,0,0,140,70,0,0,0.44645,0.26047,0.09462,0.386,0.022,0,.,2041,2002.34,1.32349,1.33397,2004.03,1.32588,1.33823,0.9732,0.0000,1,0.0623,0.0318,0.4231
200037,FRANKLIN MEMORIAL HOSPITAL,20,20,20,20030,1,RURAL,RURAL,N,20,0.8576,0,,,.,,1,0,0,70,28,0,0,0.30102,0.12,0,0.418,0.021,16,5907.39,1293,1252,1.20158,1.21416,1253.83,1.21137,1.22593,0.9001,0.0000,1,0.0364,0.0125,0.5777
200039,MAINE GENERAL MEDICAL CENTER,20,20,20,20050,1,RURAL,RURAL,W,38860,0.9611,0,,,.,,1,0.11,0.2067,246,131,0.05828,0.03003,0.2409,0.09089,0,0.479,0.03,7,.,5234,5146.52,1.27678,1.28203,5149.93,1.27114,1.27728,0.9732,0.0000,1,0.0725,0.0481,0.6122
200040,HENRIETTA D GOODALL HOSPITAL,38860,38860,38860,20150,1,OURBAN,OURBAN,N,38860,0.9889,0,,,.,,1,0,0,49,22,0,0,0.21876,0.07263,0,0.56,0.028,0,.,1062,1036.49,1.16218,1.16676,1037.41,1.13788,1.14392,0.9924,0.0000,1,0.0123,0.0046,0.6914
200041,INLAND HOSPITAL,20,20,20,20050,1,RURAL,RURAL,N,20,0.8576,0,,,.,,1,0,0,46,20,0,0,0.27192,0.11648,0,0.478,0.022,14,8546.46,805,789.26,1.16551,1.17266,789.72,1.14821,1.15519,0.9001,0.0000,1,0.0368,0.0134,0.6308
200050,MAINE COAST MEMORIAL HOSPITAL,20,20,20,20040,1,RURAL,RURAL,W,12620,0.9977,0,,,.,,1,0,0,52,22,0,0,0.22332,0.07639,0,0.542,0.004,14,6012.9,1318,1291.95,1.22597,1.23363,1292.92,1.20568,1.21518,0.9984,0.0000,1,0.0289,0,0.5553
200052,NORTHERN MAINE MEDICAL CENTER,20,20,20,20010,1,RURAL,RURAL,N,20,0.8576,0,,,.,,1,0,0,43,19,0,0,0.24134,0.09126,0,0.546,0.023,16,7591.08,998,976.16,1.10568,1.11087,976.82,1.0984,1.10449,0.9001,0.0000,1,0.0429,0.0117,0.603
200063,PENOBSCOT BAY MEDICAL CENTER,20,20,20,20060,1,RURAL,RURAL,N,20,0.8576,0,,,.,,1,0,0,87,61,0,0,0.25615,0.10347,0,0.441,0.037,16,6016.12,2371,2320.96,1.16525,1.17777,2322.38,1.16117,1.17473,0.9001,0.0000,1,0.0501,0.0549,0.6112
210001,WASHINGTON COUNTY HOSPITAL,25180,25180,25180,21210,3,OURBAN,OURBAN,N,25180,0.9455,0,,,0.0187,YES,1,0,0,271,201,0,0,0.07983,0,0.0163,0.757,0.031,0,.,7446,7289.5,1.37886,1.39007,7293.14,1.42198,1.43485,0.9623,0.0000,1,.,.,0.5153
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,12580,12580,12580,21030,3,LURBAN,LURBAN,N,12580,0.9982,0,,,.,,1,0.4531,0.6422,709,535,0.22059,0.09934,0.43893,0.25427,0.09295,0.644,0.031,0,.,8008,7928.12,2.03711,2.07171,7929.22,2.08345,2.11708,0.9988,0.0000,1,.,.,0.2715
210003,PRINCE GEORGES HOSPITAL CENTER,47894,47894,47894,21160,3,LURBAN,LURBAN,N,47894,1.0685,0,,,.,,1,0.1398,0.2156,288,238,0.07347,0.03137,0.48236,0.2901,0.10261,0.713,0.031,0,.,3300,3269.37,1.6371,1.6655,3270.37,1.68606,1.71353,1.0464,0.0000,1,.,.,0.3314
210004,HOLY CROSS HOSPITAL,13644,13644,13644,21150,3,LURBAN,LURBAN,N,13644,1.1009,0,,,.,,1,0,0.0001,425,324,0,0.00001,0.13796,0,0.02833,.,.,0,.,6637,6554.34,1.4641,1.47562,6557.26,1.498,1.51019,1.0680,0.0000,1,.,.,.
210005,FREDERICK MEMORIAL HOSPITAL,13644,13644,13644,21100,3,LURBAN,LURBAN,N,13644,1.1009,0,,,.,,1,0,0,233,181,0,0,0.14507,0,0.02981,0.787,0.031,0,.,7090,6940.3,1.28818,1.29676,6945.36,1.32471,1.33468,1.0680,0.0000,1,.,.,0.6192
210006,HARFORD MEMORIAL HOSPITAL,12580,12580,12580,21120,3,LURBAN,LURBAN,N,12580,0.9982,0,,,.,,1,0,0,94,65,0,0,0.17215,0.0394,0,0.768,0.031,0,.,3159,3097.27,1.07718,1.08858,3099.41,1.09154,1.10374,0.9988,0.0000,1,.,.,0.5794
210007,SAINT JOSEPH MEDICAL CENTER,12580,12580,12580,21020,3,LURBAN,LURBAN,N,12580,0.9982,0,,,.,,1,0,0,390,266,0,0,0.03638,0,0.00739,0.837,.,0,.,11228,11050.54,1.79562,1.81738,11055.63,1.80145,1.82637,0.9988,0.0000,1,.,.,0.5266
210008,MERCY MEDICAL CENTER INC,12580,12580,12580,21030,3,LURBAN,LURBAN,N,12580,0.9982,0,,,.,,1,0.1917,0.3035,244,184,0.09938,0.04471,0.46676,0.27723,0.09913,0.607,0.031,0,.,4777,4728.51,1.41118,1.41967,4729.79,1.43034,1.44028,0.9988,0.0000,1,.,.,0.3116
210009,THE JOHNS HOPKINS HOSPITAL,12580,12580,12580,21030,3,LURBAN,LURBAN,N,12580,0.9982,0,,,.,,1,0.5383,0.7062,918,751,0.25726,0.11027,0.37467,0.20125,0.07882,0.765,0.031,0,.,11220,11119.13,1.74468,1.75203,11120.7,1.76835,1.7763,0.9988,0.0000,1,.,.,0.2822
210011,SAINT AGNES HOSPITAL,12580,12580,12580,21030,3,LURBAN,LURBAN,N,12580,0.9982,0,,,.,,1,0.1311,0.1906,351,236,0.06906,0.02763,0.08386,0,0.01713,0.742,0.031,0,.,8204,8102.37,1.41469,1.42458,8106.44,1.4382,1.44931,0.9988,0.0000,1,.,.,0.4801
