Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),SSA COUNTY CODE,REGION,URGEO,URSPA,RECLASS,Post Reclass Labor Market Area,Post Reclass Wage Index,Puerto Rico Specific Post Reclass wage index,LUGAR,Section 401 hospital,Section 505 eligible,Section 505 wage adjustment,Cost of Living Adjustment,Resident to Bed Ratio,RDAY,BEDS,Average Daily Census,TCHOP,TCHCP,DSHPCT,DSHOPG,DSHCPG,Operating CCR,Capital CCR,Provider Type,FY10 HSP Rate,FY09 HSP Rate,BILLSV27,TACMIV27,CASETA27,CMIV27,IME_CASETA27,IME_TACMIV27,TACMIV26,CASETA26,CMIV26,IME_CASETA26,IME_TACMIV26,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,Cost of Living Adjustment-Capital,OUT10F,COUT10F,MCR_PCT,,,,,,,,,,,,,,,,,,,,,,,,,
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,11700,11700,11700,34100,3,OURBAN,OURBAN,N,11700,0.9321,0,,,,,1,0.0621,0.0886,649,495,0.03334581,0.025318114,0.29213,0.13315725,0.060941079,0.428,0.046,0,,,16436,1.746102208,16192.2416,1.758838769,,,1.744343976,16164.12775,1.758221611,,,0.8928,0.0000,1,0.026042787,0.05207654,0.498387539,,,,,,,,,,,,,,,,,,,,,,,,,
340003,NORTHERN HOSPITAL OF SURRY COUNTY,   34,   34,   34,34850,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,100,46,0,0,0.3019,0.12,0,0.439,0.031,0,,,1869,1.331776923,1813.28955,1.341060621,368.3062,1.358340114,1.333328492,1808.64315,1.342582558,367.8733,1.359678345,1.2088,0.0000,1,0.002854957,0.00226917,0.521483225,,,,,,,,,,,,,,,,,,,,,,,,,
340004,HIGH POINT REGIONAL HOSPITAL,24660,24660,24660,34400,3,OURBAN,OURBAN,N,24660,0.9151,0,,,,,1,0,0,338,219,0,0,0.25917,0.10596525,0.053883513,0.508,0.05,0,,,5603,1.509887103,5529.7562,1.518063216,1208.4444,1.520789976,1.508929008,5519.91415,1.51736177,1207.3538,1.521294297,0.9165,0.0000,1,0.067960539,0.106772595,0.482566726,,,,,,,,,,,,,,,,,,,,,,,,,
340008,SCOTLAND MEMORIAL HOSPITAL,   34,   34,   34,34820,3,RURAL,RURAL,W,22180,0.9311,0,,,,,1,0,0,97,68,0,0,0.45603,0.12,0,0.331,0.023,0,,,2746,1.295195811,2701.9219,1.305873525,165.023,1.30050362,1.298175778,2697.4623,1.308606956,164.7222,1.305821686,1.2088,0.0000,1,0.005121228,0.004177127,0.514368997,,,,,,,,,,,,,,,,,,,,,,,,,
340010,WAYNE MEMORIAL HOSPITAL,24140,24140,24140,34950,3,OURBAN,OURBAN,W,   34,0.8605,0,,,,,1,0,0,248,163,0,0,0.30448,0.143346,0.063597681,0.57,0.035,17,6216.801831,6124.060889,5845,1.490266537,5789.83265,1.494727494,286.5195,1.376420522,1.489456997,5782.8039,1.494225287,286.0967,1.378310781,1.2088,0.0000,1,0.059449118,0.034474759,0.612936983,,,,,,,,,,,,,,,,,,,,,,,,,
340011,SPRUCE PINE COMMUNITY HOSPITAL,   34,   34,   34,34600,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,49,18,0,0,0.3132,0.15054,0,0.524,0.077,14,3790.378468,3795.434792,1112,1.128988289,1072.04185,1.140465737,87.1376,1.074646987,1.130359973,1068.956,1.141409353,86.5293,1.074270375,0.8928,0.0000,1,0.000148085,0.000822306,0.660728745,,,,,,,,,,,,,,,,,,,,,,,,,
340013,RUTHERFORD HOSPITAL INC,   34,   34,   34,34800,3,RURAL,RURAL,W,16740,0.9321,0,,,,,1,0,0,129,53,0,0,0.32902,0.1635915,0,0.432,0.038,7,,,2539,1.271327352,2496.8066,1.279170224,169.7101,1.299773734,1.273058827,2490.8184,1.281563962,169.2191,1.301813211,1.2088,0.0000,1,0.01181525,0.016564266,0.590988326,,,,,,,,,,,,,,,,,,,,,,,,,
340014,FORSYTH MEMORIAL HOSPITAL,49180,49180,49180,34330,3,OURBAN,OURBAN,N,49180,0.896,0,,,,,1,0.0342,0.0451,720,561,0.018511983,0.012808556,0.27706,0.1207245,0.057708367,0.427,0.04,0,,,9953,1.679329652,9877.78195,1.684484387,,,1.680646997,9868.8566,1.686132131,,,0.9171,0.0000,1,0.064422152,0.086692771,0.337108001,,,,,,,,,,,,,,,,,,,,,,,,,
340015,ROWAN REGIONAL MEDICAL CENTER,   34,   34,   34,34790,3,RURAL,RURAL,W,16740,0.9321,0,,,,,1,0,0,153,97,0,0,0.21329,0.06811425,0,0.396,0.031,0,,,3624,1.49309986,3560.0587,1.506868405,396.98015,1.42755687,1.488390403,3552.95205,1.502234244,395.97475,1.42613352,0.8928,0.0000,1,0.039860001,0.037561893,0.532118862,,,,,,,,,,,,,,,,,,,,,,,,,
340016,"HARRIS REGIONAL HOSPITAL, INC",   34,   34,   34,34490,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,84,53,0,0,0.29969,0.12,0,0.483,0.039,0,,,2122,1.39800472,2084.40585,1.407459849,,,1.394658559,2080.73305,1.4039705,,,1.2088,0.0000,1,0.007998902,0.009070956,0.531969309,,,,,,,,,,,,,,,,,,,,,,,,,
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,11700,11700,11700,34440,3,OURBAN,OURBAN,N,11700,0.9082,0,,,,,1,0.0303,0.0804,195,78,0.01641955,0.02294823,0.16755,0.0364075,0.034511025,0.386,0.051,0,,,3813,1.338779021,3745.2664,1.350782665,,,1.336760999,3736.8862,1.349632363,,,0.9900,0.0000,1,0.024896567,0.054585812,0.647235641,,,,,,,,,,,,,,,,,,,,,,,,,
340020,CENTRAL CAROLINA HOSPITAL,   34,   34,   34,34520,3,RURAL,RURAL,N,   34,0.8761,0,,,YES,0.0156,1,0,0,133,54,0,0,0.34165,0.12,0,0.243,0.021,0,,,2107,1.250732643,2077.25105,1.257044186,3.8846,1.110069397,1.255975515,2072.85695,1.262891077,3.87035,1.105936446,1.2088,0.0000,1,0.046478797,0.057021582,0.557258489,,,,,,,,,,,,,,,,,,,,,,,,,
340021,CLEVELAND REGIONAL MEDICAL CENTER,   34,   34,   34,34220,3,RURAL,RURAL,W,16740,0.9321,0,,,,,1,0,0,233,100,0,0,0.28385,0.12632625,0,0.316,0.029,7,,,4253,1.409399109,4170.25255,1.419804656,14,1.756778571,1.410724742,4161.36915,1.421698942,14,1.752457143,0.9087,0.0000,1,0.01821444,0.024653775,0.615568525,,,,,,,,,,,,,,,,,,,,,,,,,
340023,PARK RIDGE HOSPITAL,11700,11700,11700,34440,3,OURBAN,OURBAN,W,24860,0.9309,0,,,,,1,0,0,73,45,0,0,0.29686,0.12,0,0.391,0.035,7,,,1753,1.481354672,1714.03455,1.493819509,263.7182,1.521655175,1.472878258,1710.77135,1.486295037,263.43215,1.511155337,1.1790,0.0000,1,0.008318552,0.011396164,0.530674663,,,,,,,,,,,,,,,,,,,,,,,,,
340024,SAMPSON REGIONAL MEDICAL CENTER,   34,   34,   34,34810,3,RURAL,RURAL,N,   34,0.8782,0,,,YES,0.0177,1,0,0,75,44,0,0,0.40753,0.22836225,0,0.429,0.037,14,5086.621344,5093.406841,1591,1.236976713,1512.3477,1.254039095,9.75,1.248584615,1.242543224,1504.41275,1.260466122,9.7317,1.241162864,1.2088,0.0000,1,0.006533149,0.008750352,0.552687809,,,,,,,,,,,,,,,,,,,,,,,,,
340025,,11700,11700,11700,34430,3,OURBAN,OURBAN,N,11700,0.9082,0,,,,,1,0,0,105,59,0,0,0.19317,0.0530605,0.039892066,0.499,0.042,0,,,1283,1.285402197,1264.12195,1.291990335,5,1.04858,1.283237557,1262.0245,1.290617303,5,1.04384,0.9900,0.0000,1,0.011515002,0.012238576,0.623866371,,,,,,,,,,,,,,,,,,,,,,,,,
340027,LENOIR MEMORIAL HOSPITAL,   34,   34,   34,34530,3,RURAL,RURAL,W,24780,0.9242,0,,,,,1,0,0,145,122,0,0,0.3157,0.1526025,0,0.402,0.038,17,5107.253637,4974.230801,5330,1.270877451,5280.7342,1.280013771,86.9001,1.437381409,1.274050866,5274.6008,1.283929287,86.8519,1.433015982,1.0141,0.0000,1,0.02765139,0.037392288,0.659495485,,,,,,,,,,,,,,,,,,,,,,,,,
340028,CAPE FEAR VALLEY MEDICAL CENTER,22180,22180,22180,34250,3,OURBAN,OURBAN,N,22180,0.9458,0,,,,,1,0.0492,0.0534,429,391,0.026516345,0.015183597,0.4234,0.241455,0.089521381,0.292,0.016,0,,,10546,1.542678804,10422.53405,1.557370994,,,1.540204117,10410.34275,1.555885312,,,1.1914,0.0000,1,0.033487669,0.016565911,0.431314423,,,,,,,,,,,,,,,,,,,,,,,,,
340030,DUKE UNIVERSITY HOSPITAL,20500,20500,20500,34310,3,OURBAN,OURBAN,N,20500,0.959,0,,,,,1,0.6478,0.7915,780,655,0.302646965,0.250272215,0.34726,0.1786395,0.0728516,0.341,0.015,0,,,12863,2.05242033,12697.37215,2.064984265,,,2.050869776,12683.20825,2.064123649,,,1.2088,0.0000,1,0.095498151,0.026894576,0.33452581,,,,,,,,,,,,,,,,,,,,,,,,,
340032,GASTON MEMORIAL HOSPITAL,16740,16740,16740,34350,3,LURBAN,LURBAN,N,16740,0.9321,0,,,,,1,0,0,370,251,0,0,0.30347,0.14251275,0.063380171,0.355,0.034,0,,,8573,1.561643759,8385.7554,1.588714324,916.19685,1.67388882,1.55983645,8366.9672,1.588111921,914.22015,1.675907248,0.8928,0.0000,1,0.012010334,0.019772963,0.487210331,,,,,,,,,,,,,,,,,,,,,,,,,
340035,FIRSTHEALTH RICHMOND MEMORIAL HOSPITAL,   34,   34,   34,34760,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,96,37,0,0,0.44963,0.12,0,0.321,0.026,0,,,1500,1.026841742,1478.3736,1.0344124,2,1.3121,1.032925023,1475.70435,1.041272333,2,1.34165,1.1790,0.0000,1,0.004291889,0.004467836,0.579548763,,,,,,,,,,,,,,,,,,,,,,,,,
340036,FRANKLIN REGIONAL MEDICAL CENTER,39580,39580,39580,34340,3,OURBAN,OURBAN,N,39580,0.9535,0,,,,,1,0,0,70,48,0,0,0.31939,0.12,0,0.188,0.023,0,,,1231,1.245632391,1214.1141,1.252748172,,,1.244905379,1212.419,1.25251446,,,0.9171,0.0000,1,0.011620196,0.024794651,0.63064071,,,,,,,,,,,,,,,,,,,,,,,,,
340037,KINGS MOUNTAIN HOSPITAL INC,   34,   34,   34,34220,3,RURAL,RURAL,N,   34,0.8767,0,,,YES,0.0162,1,0,0,42,20,0,0,0.22858,0.0807285,0,0.398,0.043,14,5678.716071,5686.291416,988,1.216884861,953.4587,1.23739747,5.8511,1.595116877,1.22236377,949.9669,1.243804352,5.8,1.600362069,1.2088,0.0000,1,0.004239855,0.010358252,0.648835203,,,,,,,,,,,,,,,,,,,,,,,,,
340038,BEAUFORT COUNTY HOSPITAL,   34,   34,   34,34060,3,RURAL,RURAL,N,   34,0.8858,0,,,YES,0.0253,1,0,0,128,30,0,0,0.28383,0.12,0,0.506,0.029,0,,,1616,1.165086235,1579.59725,1.175490408,,,1.166541409,1576.01045,1.177798329,,,0.8928,0.0000,1,0.002861198,0.001182961,0.607259272,,,,,,,,,,,,,,,,,,,,,,,,,
340039,IREDELL MEMORIAL HOSPITAL INC,   34,   34,   34,34480,3,RURAL,RURAL,W,49180,0.896,0,,,,,1,0,0,155,118,0,0,0.21263,0.06756975,0,0.302,0.017,0,,,4354,1.298007354,4304.69685,1.306900345,392.8167,1.323579612,1.297721988,4299.34955,1.30657972,392.0165,1.323239291,1.2088,0.0000,1,0.140616844,0.083762856,0.608077501,,,,,,,,,,,,,,,,,,,,,,,,,
340040,PITT COUNTY MEMORIAL HOSPITAL,24780,24780,24780,34730,3,OURBAN,OURBAN,N,24780,0.9346,0,,,,,1,0.2653,0.3418,622,515,0.134985248,0.101261081,0.43056,0.247362,0.091102224,0.431,0.026,0,,,13217,1.876585135,13019.12295,1.890967564,,,1.878678424,12999.67875,1.89368371,,,1.2088,0.0000,1,0.112518539,0.062301527,0.457365264,,,,,,,,,,,,,,,,,,,,,,,,,
340041,CALDWELL MEMORIAL HOSPITAL,25860,25860,25860,34130,3,OURBAN,OURBAN,N,25860,0.8937,0,,,,,1,0,0,110,42,0,0,0.29951,0.13924575,0.062527788,0.366,0.038,0,,,1893,1.395808354,1855.14975,1.416997781,,,1.396950366,1850.7118,1.41871981,,,0.8954,0.0000,1,0.018454637,0.032335822,0.55008448,,,,,,,,,,,,,,,,,,,,,,,,,
340042,ONSLOW MEMORIAL HOSPITAL,27340,27340,27340,34660,3,OURBAN,OURBAN,N,27340,0.8605,0,,,,,1,0,0,162,83,0,0,0.35797,0.18747525,0.075180898,0.409,0.036,16,5850.179803,5563.168428,2728,1.243654208,2687.15825,1.249320674,40.7542,1.244177226,1.250030579,2682.76315,1.25571184,40.60725,1.247893636,0.9488,0.0000,1,0.05113845,0.063832249,0.475441518,,,,,,,,,,,,,,,,,,,,,,,,,
340047,NORTH CAROLINA BAPTIST HOSPITAL,49180,49180,49180,34330,3,OURBAN,OURBAN,N,49180,0.896,0,,,,,1,0.5449,0.7464,747,578,0.260046502,0.234460559,0.36398,0.1924335,0.076490217,0.417,0.044,0,,,11525,1.789447153,11404.38955,1.80621849,,,1.789390072,11393.8816,1.806964148,,,0.9869,0.0000,1,0.170396039,0.274528576,0.363310047,,,,,,,,,,,,,,,,,,,,,,,,,
340049,NORTH CAROLINA SPECIALTY HOSPITAL,20500,20500,20500,34310,3,OURBAN,OURBAN,N,20500,0.959,0,,,,,1,0,0,18,8,0,0,0.06604,0,0,0.427,0.055,0,,,477,1.884773289,473.7232,1.890076101,,,1.831079842,473.92755,1.835607128,,,0.9171,0.0000,1,0.001458023,0.007753347,0.406504065,,,,,,,,,,,,,,,,,,,,,,,,,
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,   34,   34,   34,34770,3,RURAL,RURAL,W,22180,0.9311,0,,,,,1,0,0,318,177,0,0,0.50457,0.30842025,0,0.338,0.03,17,6904.448016,6392.911002,6111,1.331400821,6014.5916,1.343781525,130.5409,1.460768792,1.331592328,6006.8622,1.344779709,130.1895,1.468485548,1.1790,0.0000,1,0.019882318,0.03386096,0.613500852,,,,,,,,,,,,,,,,,,,,,,,,,
340051,WATAUGA MEDICAL CENTER,   34,   34,   34,34940,3,RURAL,RURAL,W,25860,0.8741,0,,,,,1,0,0,114,62,0,0,0.20077,0.0580005,0,0.445,0.063,7,,,2623,1.233070346,2587.52395,1.238994777,9.7377,1.702319516,1.235285782,2582.6897,1.241776058,9.7256,1.698876462,1.2088,0.0000,1,0.045858806,0.116968533,0.661872396,,,,,,,,,,,,,,,,,,,,,,,,,
340053,PRESBYTERIAN HOSPITAL,16740,16740,16740,34590,3,LURBAN,LURBAN,N,16740,0.9321,0,,,,,1,0,0,489,439,0,0,0.30795,0.14620875,0.064345307,0.345,0.03,0,,,8866,1.583875166,8779.06305,1.592542432,739.50875,1.625251468,1.588139489,8769.03185,1.597184818,738.6292,1.628987811,1.2088,0.0000,1,0.052034322,0.061716169,0.389381155,,,,,,,,,,,,,,,,,,,,,,,,,
340055,VALDESE GENERAL HOSPITAL INC,25860,25860,25860,34110,3,OURBAN,OURBAN,N,25860,0.8937,0,,,,,1,0,0,131,33,0,0,0.19991,0.0574415,0.041312332,0.315,0.038,0,,,1338,1.3138282,1317.2115,1.323255232,,,1.315451074,1314.51325,1.3256,,,1.2088,0.0000,1,0.057033645,0.107652886,0.637658228,,,,,,,,,,,,,,,,,,,,,,,,,
340060,MOREHEAD MEMORIAL HOSPITAL,24660,24660,24660,34780,3,OURBAN,OURBAN,N,24660,0.9151,0,,,,,1,0,0,108,67,0,0,0.27039,0.11522175,0.056280711,0.426,0.034,0,,,2561,1.104853711,2521.88815,1.1168754,453.8233,1.07505709,1.108650952,2518.1146,1.121202616,453.2921,1.075729414,1.0009,0.0000,1,0.003631065,0.003596155,0.55288768,,,,,,,,,,,,,,,,,,,,,,,,,
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,20500,20500,20500,34670,3,OURBAN,OURBAN,N,20500,0.959,0,,,,,1,0.7159,0.8346,602,532,0.32997577,0.265571906,0.44015,0.25527375,0.093223176,0.449,0.015,0,,,8765,1.802078436,8592.8058,1.815472904,,,1.803697884,8577.9209,1.817677878,,,1.2088,0.0000,1,0.108675895,0.016511805,0.263991091,,,,,,,,,,,,,,,,,,,,,,,,,
340064,WILKES REGIONAL MEDICAL CENTER,   34,   34,   34,34960,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,119,51,0,0,0.28449,0.12,0,0.38,0.028,0,,,1962,1.224616219,1915.91875,1.239134455,251.40475,1.298098373,1.2270028,1911.79555,1.242242661,250.7522,1.30282191,1.1914,0.0000,1,0.002844519,0.002572509,0.546286016,,,,,,,,,,,,,,,,,,,,,,,,,
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,   34,   34,   34,34230,3,RURAL,RURAL,N,   34,0.8692,0,,,YES,0.0087,1,0,0,154,78,0,0,0.40806,0.2287995,0,0.384,0.027,7,,,2918,1.372519123,2842.3049,1.390879883,1,2.0613,1.373505223,2834.7696,1.392321796,1,2.0077,1.1914,0.0000,1,0.007375434,0.006678107,0.658270908,,,,,,,,,,,,,,,,,,,,,,,,,
340069,"WAKEMED, RALEIGH CAMPUS",39580,39580,39580,34910,3,OURBAN,OURBAN,W,20500,0.959,0,,,,,1,0.1001,0.1037,496,460,0.053181322,0.029696543,0.38109,0.20654925,0.080226482,0.279,0.022,0,,,11388,1.824693483,11277.6289,1.828874473,,,1.828540088,11265.3158,1.833126642,,,0.9165,0.0000,1,0.045308448,0.051052583,0.465781138,,,,,,,,,,,,,,,,,,,,,,,,,
340070,ALAMANCE REGIONAL MEDICAL CENTER,15500,15500,15500,34000,3,OURBAN,OURBAN,N,15500,0.9042,0,,,YES,0.0395,1,0,0,182,124,0,0,0.2507,0.0989775,0.052077468,0.487,0.036,0,,,4015,1.247364744,3962.74945,1.258351034,265.7745,1.268533483,1.247822297,3957.46365,1.259098232,265.2922,1.266142827,1.1790,0.0000,1,0.013093258,0.010934553,0.488057833,,,,,,,,,,,,,,,,,,,,,,,,,
340071,BETSY JOHNSON REGIONAL  HOSPITAL,   34,   34,39580,34420,3,RURAL,OURBAN,L,39580,0.9535,0,LUGAR,,,,1,0,0,101,76,0,0,0.45385,0.26657625,0.096260261,0.524,0.03,0,,,2871,1.155451299,2813.47835,1.167800627,194.3407,1.105108641,1.159699579,2807.3857,1.172432184,193.8093,1.110791658,1.2088,0.0000,1,0.011645999,0.00589098,0.5749603,,,,,,,,,,,,,,,,,,,,,,,,,
340073,DUKE HEALTH RALEIGH HOSPITAL,39580,39580,39580,34910,3,OURBAN,OURBAN,W,20500,0.959,0,,,,,1,0,0,146,67,0,0,0.10859,0,0.022233025,0.402,0.021,0,,,2335,1.782616622,2296.77225,1.791626381,3.3571,1.468069694,1.771346297,2293.30735,1.780083769,3.3448,1.451041593,1.2088,0.0000,1,0.08534799,0.031873605,0.523852932,,,,,,,,,,,,,,,,,,,,,,,,,
340075,GRACE HOSPITAL INC,25860,25860,25860,34110,3,OURBAN,OURBAN,N,25860,0.8937,0,,,,,1,0,0,178,56,0,0,0.29263,0.13356975,0.061048505,0.329,0.028,0,,,2194,1.311925259,2148.3995,1.326404786,,,1.314893238,2143.72925,1.329668095,,,1.2088,0.0000,1,0.013061105,0.015312907,0.543614157,,,,,,,,,,,,,,,,,,,,,,,,,
340084,ANSON COMMUNITY HOSPITAL,16740,16740,16740,34030,3,LURBAN,LURBAN,N,16740,0.9321,0,,,,,1,0,0,52,14,0,0,0.26816,0.113382,0,0.382,0.017,0,,,669,1.131377449,651.8216,1.146868012,,,1.13512417,650.4936,1.150897608,,,1.1914,0.0000,1,0.003257631,0.000712281,0.741947029,,,,,,,,,,,,,,,,,,,,,,,,,
340085,THOMASVILLE MEDICAL CENTER,   34,   34,   34,34280,3,RURAL,RURAL,W,24660,0.9151,0,,,,,1,0,0,118,36,0,0,0.28306,0.12,0,0.396,0.032,0,,,1063,1.240870311,1038.5838,1.251469708,262.45115,1.198956377,1.249234989,1035.32065,1.260046943,261.3307,1.208482562,1.2088,0.0000,1,0.006970604,0.007577821,0.453957543,,,,,,,,,,,,,,,,,,,,,,,,,
340087,THE MCDOWELL HOSPITAL,   34,   34,   34,34550,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,49,20,0,0,0.35488,0.184926,0,0.441,0.045,14,5035.746655,5042.464286,989,1.21043845,963.3332,1.223259656,,,1.216609292,959.92475,1.230050961,,,1.0831,0.0000,1,0.002167123,0.006771453,0.516505109,,,,,,,,,,,,,,,,,,,,,,,,,
340090,JOHNSTON MEMORIAL HOSPITAL,39580,39580,39580,34500,3,OURBAN,OURBAN,N,39580,0.9535,0,,,,,1,0,0,155,106,0,0,0.35715,0.18679875,0.075002379,0.329,0.016,0,,,3803,1.348576173,3729.8853,1.363482566,212.4624,1.395627588,1.352054451,3722.43035,1.368010991,212.04695,1.401338843,1.2088,0.0000,1,0.022003604,0.00772178,0.602467757,,,,,,,,,,,,,,,,,,,,,,,,,
340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",24660,24660,24660,34400,3,OURBAN,OURBAN,N,24660,0.9151,0,,,,,1,0.0563,0.082,779,559,0.03028134,0.023410216,0.2924,0.13338,0.060999088,0.477,0.031,0,,,13314,1.668115769,13150.2666,1.676888275,,,1.664628589,13133.05765,1.674007331,,,1.2088,0.0000,1,0.024959633,0.015255152,0.418475291,,,,,,,,,,,,,,,,,,,,,,,,,
340096,LEXINGTON MEMORIAL HOSPITAL INC,   34,   34,   34,34280,3,RURAL,RURAL,W,24660,0.9151,0,,,,,1,0,0,80,32,0,0,0.30128,0.12,0,0.444,0.055,0,,,1141,1.304814303,1104.74155,1.322754338,92.55,1.454768493,1.305717521,1101.53685,1.323319982,92.2355,1.452834073,1.1790,0.0000,1,0.002075417,0.00660576,0.473383596,,,,,,,,,,,,,,,,,,,,,,,,,
340097,HUGH CHATHAM MEMORIAL HOSPITAL,   34,   34,   34,34850,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,81,46,0,0,0.25486,0.1024095,0,0.336,0.037,14,5045.67758,5052.408458,2070,1.180425477,2035.02505,1.186106812,,,1.183641829,2030.75115,1.19008628,,,0.9279,0.0000,1,0.00441551,0.009516272,0.620101458,,,,,,,,,,,,,,,,,,,,,,,,,
340098,CAROLINAS MED CENTER-MERCY,16740,16740,16740,34590,3,LURBAN,LURBAN,N,16740,0.9321,0,,,,,1,0,0,266,182,0,0,0.1944,0.05386,0.040151109,0.352,0.031,0,,,5441,1.543315366,5365.56125,1.556179783,171.5957,1.43335222,1.540595807,5357.43325,1.5538,171.5631,1.435482939,1.2088,0.0000,1,0.036989121,0.041916493,0.431330404,,,,,,,,,,,,,,,,,,,,,,,,,
340099,ROANOKE CHOWAN HOSPITAL,   34,   34,   34,34450,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,86,42,0,0,0.42339,0.24144675,0,0.459,0.031,14,5145.170728,5152.034329,1925,1.277492714,1857.6529,1.300215325,65.0633,1.334045237,1.282310095,1850.79775,1.305450442,65.0068,1.331112242,1.2088,0.0000,1,0.012877459,0.010982487,0.605963037,,,,,,,,,,,,,,,,,,,,,,,,,
340104,CRAWLEY MEMORIAL HOSPITAL,   34,   34,   34,34220,3,RURAL,RURAL,N,   34,0.8767,0,,,YES,0.0162,1,0,0,56,0,0,0,0,0,0,0.414,0.036,14,27633.2733,33155.33328,1,0.5959,1,0.5959,,,0.5918,1,0.5918,,,1.2088,0.0000,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
340106,SANDHILLS REGIONAL MEDICAL CENTER,   34,   34,   34,34760,3,RURAL,RURAL,N,   34,0.8605,0,,,,,1,0,0,64,45,0,0,0.39546,0.2184045,0,0.232,0.032,14,4497.08597,4503.085033,1697,1.153183238,1683.5982,1.158622334,,,1.149222884,1682.5533,1.154366411,,,1.2088,0.0000,1,0.0049686,0.016754038,0.658220859,,,,,,,,,,,,,,,,,,,,,,,,,
340107,HERITAGE HOSPITAL,40580,40580,40580,34320,3,OURBAN,OURBAN,N,40580,0.891,0,,,,,1,0,0,101,35,0,0,0.49349,0.29927925,0.105095465,0.396,0.03,0,,,1934,1.271049969,1882.88225,1.284394881,127.5865,1.16728993,1.27528275,1877.56,1.288989193,127.01235,1.177451773,1.1790,0.0000,1,0.016704133,0.017659054,0.585671687,,,,,,,,,,,,,,,,,,,,,,,,,
340109,ALBEMARLE HOSPITAL AUTHORITY,   34,   34,   34,34690,3,RURAL,RURAL,W,47260,0.893,0,,,,,1,0,0,142,84,0,0,0.25322,0.1010565,0,0.445,0.037,17,6610.804218,6268.013069,3419,1.255550888,3358.92735,1.26488871,,,1.259154395,3353.8094,1.268768412,,,0.9171,0.0000,1,0.037513282,0.041007564,0.605665357,,,,,,,,,,,,,,,,,,,,,,,,,
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,16740,16740,16740,34590,3,LURBAN,LURBAN,N,16740,0.9321,0,,,,,1,0.2535,0.2992,743,607,0.129360864,0.088101288,0.41309,0.23294925,0.087249079,0.337,0.029,0,,,12173,1.963882094,12020.4869,1.976202925,,,1.962956141,12004.58555,1.9758098,,,1.2088,0.0000,1,0.041965328,0.054238642,0.336383873,,,,,,,,,,,,,,,,,,,,,,,,,
340114,REX HOSPITAL,39580,39580,39580,34910,3,OURBAN,OURBAN,W,20500,0.959,0,,,,,1,0,0,407,297,0,0,0.12551,0,0.02574151,0.346,0.023,0,,,9137,1.577926008,8984.59005,1.586112893,337.59,1.58354715,1.576717262,8968.7794,1.585062055,336.87185,1.584580909,1.2088,0.0000,1,0.036238921,0.023553819,0.431036728,,,,,,,,,,,,,,,,,,,,,,,,,
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,   34,   34,   34,34620,3,RURAL,RURAL,W,20500,0.959,0,,,,,1,0,0,317,219,0,0,0.23935,0.08961375,0,0.344,0.039,7,,,9017,1.676605631,8892.2965,1.692797904,82.4538,1.706721489,1.674478844,8878.1096,1.691635799,82.41995,1.698156271,0.9165,0.0000,1,0.015130925,0.032924205,0.580949127,,,,,,,,,,,,,,,,,,,,,,,,,
340116,FRYE REGIONAL MEDICAL CENTER,25860,25860,25860,34170,3,OURBAN,OURBAN,N,25860,0.8937,0,,,,,1,0,0,262,143,0,0,0.24759,0.09641175,0.051415104,0.21,0.018,0,,,5074,1.634108611,5041.85,1.63695875,187.8861,1.78245183,1.630603872,5038.1799,1.633573374,187.8589,1.774352866,0.9165,0.0000,1,0.049433793,0.059211975,0.511385284,,,,,,,,,,,,,,,,,,,,,,,,,
340119,STANLY REGIONAL MEDICAL CENTER,16740,16740,16740,34830,3,LURBAN,LURBAN,N,16740,0.9321,0,,,,,1,0,0,95,40,0,0,0.26716,0.112557,0,0.417,0.039,0,,,1926,1.345779299,1861.95795,1.361667601,137.40955,1.362225937,1.352461908,1856.36215,1.369214538,136.6568,1.371219065,0.9530,0.0000,1,0.012777347,0.017687515,0.631588173,,,,,,,,,,,,,,,,,,,,,,,,,
