Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 508 Labor Market Area if applicable,Special Exception Labor Market Area if applicable,Section 508 Provider,Section 505 wage adjustment_a,Section 505 wage adjustment_b,Section 505 eligible_a,Section 505 eligible_b,Section 401 hosptial,Post Reclass Wage Index_a,Post Reclass Wage Index_b,COLA,RESBED,SSA COUNTY CODE,HSP Rate,HSP_MDH,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area_a,POST RECLASS Labor Market Area_b,Puerto Rico Specific Post Reclass wage index_a,Puerto Rico Specific Post Reclass wage index_b,PTYPE,LUGAR,RECLASS1,RECLASS2,BILLS,CASETA23,TACMIV23,CMIV23,CASETA24,TACMIV24,CMIV24,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF_a,Post Reclass GAF_b,Puerto Rico Specific Post Reclass GAF_a,Puerto Rico Specific Post Reclass GAF_b,COLACP,DSHOPG,DSHCPG,OUT07F,COUT07F,MCR_PCT
320033,LOS ALAMOS MEDICAL CENTER,32,32,42140,,,,. ,. ,,,,0.9808,0.9808,1,0,32131,5872.74,0,0,47,13,0.462,0.079,0.18485,42140,42140,0,0,16,LUGAR,W,W,488,479.54,1.18351,1.18456,479.68,1.18579,1.18872,8,RURAL,OURBAN,0,0,0.98681,0.98681,0,0,1,0.04765,0,0.05906,0.15074,0.42595
320037,CIBOLA GENERAL HOSPITAL,10740,10740,10740,,,,. ,. ,,,,0.9564,0.9564,1,0,32300,4798.06,0,0,25,7,0.708,0.084,0.28329,10740,10740,0,0,16,,N,N,278,273.06,1.14562,1.14663,273.26,1.14997,1.15098,8,OURBAN,OURBAN,0,0,0.96993,0.96993,0,0,1,0.12,0,0.00434,0.00859,0.36185
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,32,32,32,,,,. ,. ,,,,0.8375,0.8375,1,0,32150,5508.91,0,0,69,33,0.453,0.028,0.43541,32,32,0,0,16,,N,N,1174,1150.67,1.20538,1.23192,1151.99,1.21596,1.2383,8,RURAL,RURAL,0,0,0.88565,0.88565,0,0,1,0.12,0,0.02575,0.01517,0.44171
320057,SANTA FE PHS INDIAN HOSPITAL,42140,99,99,,,,. ,. ,,,,1.4448,1.4448,1,0,32240,. ,0,0,39,0,0.38623,0.03293,0.7848,99,99,0,0,8,,N,N,88,86.97,0.81872,0.82394,86.98,0.8397,0.84473,8,OURBAN,RURAL,0,0,1.28658,1.28658,0,0,1,0.12,0,. ,. ,. 
320058,MESCALERO PHS INDIAN HOSPITAL,32,99,99,,,,. ,. ,,,,1.4448,1.4448,1,0,32170,. ,0,0,13,.,0.38623,0.03293,0.45695,99,99,0,0,8,,N,N,33,32.87,0.80769,0.80681,32.87,0.81739,0.81647,8,RURAL,RURAL,0,0,1.28658,1.28658,0,0,1,0.12,0,. ,. ,. 
320059,NORTHERN NAVAJO PHS INDIAN HOSPITAL,22140,99,99,,,,. ,. ,,,,1.4448,1.4448,1,0,32220,. ,0,0,47,0,0.38623,0.03293,0.58249,99,99,0,0,8,,N,N,730,719.86,0.85599,0.85876,720.09,0.86768,0.87033,8,OURBAN,RURAL,0,0,1.28658,1.28658,0,0,1,0.12,0,. ,. ,. 
320060,ZUNI PHS INDIAN HOSPITAL,32,99,99,,,,. ,. ,,,,1.4448,1.4448,1,0,32150,. ,0,0,37,0,0.431,0.03293,1.04187,99,99,0,0,8,,N,N,138,130.86,0.89928,0.91498,130.94,0.91174,0.92601,8,RURAL,RURAL,0,0,1.28658,1.28658,0,0,1,0.12,0,. ,. ,. 
320061,GALLUP INDIAN MEDICAL CENTER,32,99,99,,,,. ,. ,,,,1.4448,1.4448,1,0,32150,. ,0,0,99,0,0.38623,0.03293,0.35837,99,99,0,0,8,,N,N,623,616.59,0.86736,0.87024,616.99,0.87874,0.88143,8,RURAL,RURAL,0,0,1.28658,1.28658,0,0,1,0.12,0,. ,. ,. 
320062,CROWNPOINT PHS INDIAN HOSPITAL,32,99,99,,,,. ,. ,,,,1.4448,1.4448,1,0,32150,. ,0,0,32,0,0.38623,0.03293,0.40892,99,99,0,0,8,,N,N,254,249,0.88688,0.89042,249.1,0.899,0.90233,8,RURAL,RURAL,0,0,1.28658,1.28658,0,0,1,0.12,0,. ,. ,. 
320063,CARLSBAD MEDICAL CENTER,32,32,32,,,,. ,. ,,,,0.9714,0.9714,1,0,32070,4504.31,0,0,72,27,0.266,0.021,0.39776,36220,36220,0,0,17,,W,W,1322,1271.96,1.25321,1.26927,1274.93,1.24627,1.25874,8,RURAL,RURAL,0,0,0.98033,0.98033,0,0,1,0.2203,0,0.00196,0.00185,0.4593
320065,LEA REGIONAL HOSPITAL,32,32,32,,,,. ,. ,,,,0.9714,0.9714,1,0,32120,5959.65,0,0,144,37,0.255,0.023,0.3352,36220,36220,0,0,17,,W,W,1141,1118.41,1.14421,1.14583,1119.78,1.15006,1.15181,8,RURAL,RURAL,0,0,0.98033,0.98033,0,0,1,0.16869,0,0.02916,0.03205,0.35804
320067,GUADALUPE COUNTY HOSPITAL,32,32,32,,,,. ,. ,,,,0.8375,0.8375,1,0,32090,11923.7,0,0,10,2,0.761,0.003,0.1614,32,32,0,0,16,,N,N,123,118.82,0.86808,0.87474,118.89,0.87371,0.88033,8,RURAL,RURAL,0,0,0.88565,0.88565,0,0,1,0.03241,0,0,0,0.59588
320069,MINERS' COLFAX MEDICAL CENTER,32,32,32,,,,. ,. ,,,,0.8375,0.8375,1,0,32030,6265.28,0,0,36,13,0.89,0.048,0.0803,32,32,0,0,16,,N,N,733,725.01,1.12096,1.12163,725.29,1.11654,1.1172,8,RURAL,RURAL,0,0,0.88565,0.88565,0,0,1,0,0,0.01605,0.0056,0.59971
320070,ACOMA CANONCITO LAQUNA PHS HOSPITAL,10740,99,99,,,,. ,. ,,,,1.4448,1.4448,1,0,32300,. ,0,0,15,0,0.407,0.03293,0.09535,99,99,0,0,8,,N,N,147,141.74,0.91738,0.92083,141.87,0.92703,0.93047,8,OURBAN,RURAL,0,0,1.28658,1.28658,0,0,1,0,0,. ,. ,. 
320074,LOVELACE WESTSIDE HOSPITAL,10740,10740,10740,,,,. ,. ,,,,0.9564,0.9564,1,0,32000,. ,0,0,69,15,0.358,0.039,0.13899,10740,10740,0,0,0,,N,N,598,579.39,1.14857,1.15091,579.69,1.15921,1.16278,8,OURBAN,OURBAN,0,0,0.96993,0.96993,0,0,1,0,0,0.01441,0.0199,0.39179
320079,PRESBYTERIAN KASEMAN HOSPITAL,10740,10740,10740,,,,. ,. ,,,,0.9564,0.9564,1,0,32000,. ,0,0,74,19,0.354,0.027,0.15443,10740,10740,0,0,0,,N,N,600,579.01,1.08508,1.09425,580.22,1.09209,1.10032,8,OURBAN,OURBAN,0,0,0.96993,0.96993,0,0,1,0.02788,0,0.02468,0.0196,0.38327
320083,HEART HOSPITAL OF NEW MEXICO,10740,10740,10740,,,,. ,. ,,,,0.9564,0.9564,1,0,32000,. ,0,0,55,40,0.335,0.047,0.13798,10740,10740,0,0,0,,N,N,2297,2274.77,2.62526,2.63673,2275.47,2.57063,2.58132,8,OURBAN,OURBAN,0,0,0.96993,0.96993,0,0,1,0,0,0.03159,0.08854,0.62679
320084,ROOSEVELT GENERAL HOSPITAL,32,32,32,,,,. ,. ,,,,0.8375,0.8375,1,0,32200,. ,0,0,22,7,0.791,0.121,0.31707,32,32,0,0,0,,N,N,458,444.18,0.96849,0.97445,445.11,0.97773,0.9829,8,RURAL,RURAL,0,0,0.88565,0.88565,0,0,1,0.12,0,0.0273,0.06616,0.57472
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,29740,29740,29740,,,,0.0063,0.0063,YES,YES,,0.9187,0.9187,1,0,32060,. ,0,0,119,66,0.292,0.031,0.24448,29740,29740,0,0,0,,N,N,3154,3110.44,1.65514,1.67876,3114.84,1.64492,1.66549,8,OURBAN,OURBAN,0,0,0.93915,0.93915,0,0,1,0.09385,0.05075,0.02277,0.03523,0.58957
330002,PENINSULA HOSPITAL CENTER,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.2145,33590,. ,0,0.2979,192,123,0.533,0.018,0.45457,35644,35644,0,0,0,,N,N,2446,2417.63,1.49764,1.50593,2415.46,1.56569,1.57792,2,LURBAN,LURBAN,0.10809,0.0877,1.21842,1.21842,0,0,1,0.26717,0.09642,0.02606,0.00265,0.55658
330003,ALBANY MEMORIAL HOSPITAL,10580,10580,10580,,,,. ,. ,,,,0.8849,0.8849,1,0,33000,. ,0,0,165,77,0.51,0.028,0.08775,10580,10580,0,0,0,,N,N,2667,2608.51,1.33916,1.34716,2614.07,1.34355,1.35033,2,OURBAN,OURBAN,0,0,0.91967,0.91967,0,0,1,0,0.01793,0.03024,0.01151,0.56377
330004,KINGSTON HOSPITAL,28740,28740,28740,,,,. ,. ,,,,1.066,1.066,1,0.0698,33740,. ,0,0.1054,145,96,0.421,0.031,0.25715,39100,39100,0,0,0,,W,W,3055,2995.96,1.25177,1.26409,2996.18,1.28272,1.30064,2,OURBAN,OURBAN,0.03657,0.0302,1.04474,1.04474,0,0,1,0.1043,0.05345,0.0191,0.01347,0.53048
330005,KALEIDA HEALTH,15380,15380,15380,,,,. ,. ,,,,0.9475,0.9475,1,0.3055,33240,. ,0,0.3356,1006,697,0.384,0.037,0.28619,15380,15380,0,0,0,,N,N,14556,14258.04,1.58709,1.59433,14276.94,1.59377,1.6012,2,LURBAN,LURBAN,0.1505,0.09934,0.96374,0.96374,0,0,1,0.12826,0.05967,0.06922,0.0774,0.35311
330006,ST JOSEPH'S HOSPITAL YONKERS,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.155,33800,. ,0,0.2268,159,101,0.473,0.039,0.45105,35644,35644,0,0,0,,N,N,2870,2820.13,1.27429,1.27631,2821.85,1.28928,1.29133,2,LURBAN,LURBAN,0.07933,0.0661,1.21842,1.21842,0,0,1,0.26427,0.09564,0.01854,0.01661,0.53177
330008,WYOMING COUNTY COMMUNITY HOSPITAL,33,33,15380,,,,. ,. ,,,,0.9475,0.9475,1,0,33900,4908.4,0,0,90,37,0.742,0.03009,0.13267,15380,15380,0,0,16,LUGAR,W,W,1040,1027.97,1.13706,1.14127,1027.59,1.13799,1.14238,2,RURAL,LURBAN,0,0,0.96374,0.96374,0,0,1,0,0,0.00961,0.00041,0.5369
330009,BRONX-LEBANON HOSPITAL CENTER,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.6247,33020,. ,0,0.7481,462,393,0.271,0.028,1.08913,35644,35644,0,0,0,,N,N,3516,3483.26,1.2046,1.22128,3481.34,1.23233,1.25246,2,LURBAN,LURBAN,0.28671,0.23505,1.21842,1.21842,0,0,1,0.79068,0.24676,0.00086,0.00206,0.18696
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",13780,13780,13780,,,,. ,. ,,,,0.8963,0.8963,1,0.0323,33030,. ,0,0.0515,159,109,0.491,0.031,0.17004,13780,13780,0,0,0,,N,N,4595,4473.4,1.30267,1.30908,4482.17,1.31596,1.32137,2,OURBAN,OURBAN,0.0171,0.01464,0.92777,0.92777,0,0,1,0.03803,0.03503,0.01484,0.00728,0.64727
330013,ALBANY MEDICAL CENTER HOSPITAL,10580,10580,10580,,,,. ,. ,,,,0.8849,0.8849,1,0.5653,33000,. ,0,0.755,512,397,0.376,0.032,0.32727,10580,10580,0,0,0,,N,N,7192,7090.9,1.99707,2.0059,7099.83,1.98098,1.98876,2,OURBAN,OURBAN,0.26265,0.23746,0.91967,0.91967,0,0,1,0.16215,0.06852,0.1219,0.1186,0.33921
330014,JAMAICA HOSPITAL MEDICAL CENTER,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.4113,33590,. ,0,0.4537,289,262,0.531,0.037,0.7138,35644,35644,0,0,0,,N,N,3613,3551.9,1.30386,1.31955,3554.99,1.31184,1.32572,2,LURBAN,LURBAN,0.19764,0.13659,1.21842,1.21842,0,0,1,0.48104,0.15551,0.01782,0.0124,0.27448
330016,THE HOSPITAL,33,33,33,,,,. ,. ,,,,0.843,0.843,1,0,33220,5543.66,4910.25,0,45,13,0.555,0.029,0.14263,33,33,0,0,14,,N,N,479,467.67,0.97807,0.98249,468.07,0.98841,0.99175,2,RURAL,RURAL,0,0,0.88962,0.88962,0,0,1,0,0,0,0,0.68621
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0,33331,. ,0,0,134,115,0.44,0.026,0.81899,35644,35644,0,0,0,,N,N,3964,3919.11,1.2898,1.29714,3918.99,1.31465,1.32246,2,LURBAN,LURBAN,0,0,1.21842,1.21842,0,0,1,0.56782,0.18039,0.00642,0.00323,0.51614
330023,VASSAR BROTHERS MEDICAL CENTER,39100,39100,39100,,35644,,. ,. ,,,,1.3134,1.3113,1,0,33230,. ,0,0,315,252,0.228,0.02,0.15628,39100,39100,0,0,0,,N,N,7951,7834.06,1.55424,1.56723,7834.24,1.55218,1.56789,2,OURBAN,OURBAN,0,0,1.06518,1.06518,0,0,1,0.02908,0.03215,0.03786,0.03606,0.5578
330024,MOUNT SINAI HOSPITAL,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.6209,33420,. ,0,0.7163,901,765,0.393,0.058,0.45811,35644,35644,0,0,0,,N,N,17676,17334.02,1.78455,1.79536,17348.56,1.78227,1.79319,2,LURBAN,LURBAN,0.28519,0.22402,1.21842,1.21842,0,0,1,0.27009,0.09721,0.06941,0.16909,0.40124
330025,"INTER-COMMUNITY MEMORIAL HOSPITAL AT NEWFANE, INC.",15380,15380,15380,,,,. ,. ,,,,0.9475,0.9475,1,0,33500,. ,0,0,71,32,0.573,0.05,0.16464,15380,15380,0,0,0,,N,N,1000,985.6,1.06962,1.07632,986.4,1.07959,1.08622,2,LURBAN,LURBAN,0,0,0.96374,0.96374,0,0,1,0.03452,0,0.00666,0.00576,0.54288
330027,NASSAU UNIVERSITY MEDICAL CENTER,35004,35004,35004,,,,. ,. ,,,,1.3134,1.3113,1,0.5745,33400,. ,0,1.0793,395,245,0.435,0.03,0.58227,35644,35644,0,0,0,,W,W,3045,2982.14,1.43251,1.45007,2979.83,1.45326,1.47711,2,LURBAN,LURBAN,0.26641,0.35605,1.20525,1.20393,0,0,1,0.37252,0.12514,0.04072,0.02243,0.22686
330028,SVCMC-ST VINCENT'S HOSPITAL STATEN ISLAND,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.3222,33610,. ,0,0.3889,369,282,0.362,0.038,0.42741,35644,35644,0,0,0,,N,N,3561,3510.69,1.42024,1.43723,3508.2,1.45426,1.47482,2,LURBAN,LURBAN,0.15808,0.116,1.21842,1.21842,0,0,1,0.24476,0.09041,0.12421,0.17034,0.25702
330029,SHEEHAN MEMORIAL HOSPITAL,15380,15380,15380,,,,. ,. ,,,,0.9475,0.9475,1,0,33240,. ,0,0,109,26,0.608,0.063,1.03667,15380,15380,0,0,0,,N,N,140,139.06,0.43312,0.43395,139.13,0.48709,0.48803,2,LURBAN,LURBAN,0,0,0.96374,0.96374,0,0,1,0.7474,0.23359,0,0,0.14447
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,40380,40380,40380,,,,. ,. ,,,,0.9103,0.9103,1,0,33770,. ,0,0,104,42,0.408,0.039,0.2462,40380,40380,0,0,0,,N,N,1193,1167.71,1.21274,1.21958,1169.06,1.24196,1.25042,2,LURBAN,LURBAN,0,0,0.93767,0.93767,0,0,1,0.09527,0.05112,0.02825,0.02986,0.58092
330033,"CHENANGO MEMORIAL HOSPITAL, INC",33,33,33,,,,. ,. ,,,,0.843,0.843,1,0,33080,. ,0,0,58,19,0.551,0.019,0.23817,33,33,0,0,0,,N,N,899,882.32,1.13424,1.13686,882.81,1.15586,1.15864,2,RURAL,RURAL,0,0,0.88962,0.88962,0,0,1,0.08864,0,0.00858,0,0.61755
330036,COMMUNITY HOSPITAL AT DOBBS FERRY,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0,33800,. ,0,0,50,22,0.514,0.021,0.0391,35644,35644,0,0,0,,N,N,856,841.58,1.11954,1.12834,842.9,1.12385,1.12897,2,LURBAN,LURBAN,0,0,1.21842,1.21842,0,0,1,0,0,0.01343,0.00126,0.60508
330037,LAKESIDE MEMORIAL HOSPITAL,40380,40380,40380,,,,. ,. ,,,,0.9103,0.9103,1,0,33370,. ,0,0,61,41,0.488,0.03009,0.10266,40380,40380,0,0,0,,N,N,831,819.5,1.09999,1.10509,820.28,1.0965,1.09991,2,LURBAN,LURBAN,0,0,0.93767,0.93767,0,0,1,0,0,0.03397,0.01532,0.50119
330041,PARKWAY HOSPITAL,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0,33590,. ,0,0,251,155,0.122,0.002,0.45508,35644,35644,0,0,0,,N,N,3360,3333.94,1.26371,1.26619,3334.59,1.27639,1.27949,2,LURBAN,LURBAN,0,0,1.21842,1.21842,0,0,1,0.26759,0.09653,0.01229,0.00005,0.46868
330043,SOUTHSIDE HOSPITAL,35004,35004,35004,,,,. ,. ,,,,1.2971,1.2971,1,0.0884,33700,. ,0,0.0972,281,221,0.294,0.023,0.31627,35004,35004,0,0,0,,N,N,4230,4160.74,1.37308,1.37639,4163.94,1.36896,1.37308,2,LURBAN,LURBAN,0.04607,0.02781,1.19499,1.19499,0,0,1,0.15307,0.06614,0.04105,0.03148,0.4017
330044,FAXTON-ST LUKE'S HEALTHCARE,46540,46540,33,,,,. ,. ,,,YES,0.843,0.843,1,0.0145,33510,. ,0,0.0193,342,223,0.407,0.028,0.20133,33,33,0,0,0,,W,W,7533,7442.01,1.28781,1.2922,7449.27,1.2992,1.3034,2,OURBAN,RURAL,0.00772,0.00546,0.88962,0.88962,0,0,1,0.05836,0,0.03123,0.01977,0.6402
330045,HUNTINGTON HOSPITAL,35004,35004,35004,,,,. ,. ,,,,1.2971,1.2971,1,0.0135,33700,. ,0,0.0174,246,217,0.359,0.02,0.10796,35004,35004,0,0,0,,N,N,6917,6835.72,1.31186,1.3222,6840.68,1.32261,1.33267,2,LURBAN,LURBAN,0.00719,0.00492,1.19499,1.19499,0,0,1,0,0.0221,0.03935,0.0115,0.59723
330046,ST LUKE'S ROOSEVELT HOSPITAL,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.5899,33420,. ,0,0.7073,721,544,0.243,0.04,0.61095,35644,35644,0,0,0,,N,N,10130,9950.02,1.42231,1.43236,9954.36,1.43929,1.44955,2,LURBAN,LURBAN,0.27268,0.22091,1.21842,1.21842,0,0,1,0.39618,0.1317,0.05397,0.15049,0.31007
330047,ST MARY'S HOSPITAL AT AMSTERDAM,33,10580,33,,,,. ,. ,,,,0.8849,0.8849,1,0,33380,. ,0,0,121,89,0.502,0.03,0.29918,10580,10580,0,0,0,,N,N,3047,2996.55,1.19934,1.20668,3000.77,1.2071,1.21297,2,RURAL,RURAL,0,0,0.91967,0.91967,0,0,1,0.12,0,0.00846,0.00379,0.6083
330049,NORTHERN DUTCHESS HOSPITAL,39100,39100,39100,35644,,YES,. ,. ,,,,1.3134,1.0966,1,0,33230,. ,0,0,58,31,0.231,0.012,0.10373,39100,39100,0,0,0,,N,N,1106,1087.03,1.45098,1.45318,1088.45,1.4676,1.47055,2,OURBAN,OURBAN,0,0,1.06518,1.06518,0,0,1,0,0,0.01104,0.00282,0.5946
330053,MEDINA MEMORIAL HOSPITAL,40380,40380,40380,,,,. ,. ,,,,0.9103,0.9103,1,0,33550,. ,0,0,46,21,0.957,0.049,0.13534,40380,40380,0,0,0,,N,N,836,823.69,1.05466,1.05735,824.38,1.07089,1.07344,2,LURBAN,LURBAN,0,0,0.93767,0.93767,0,0,1,0,0,0.00034,0,0.87989
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.3929,33590,. ,0,0.46,439,403,0.323,0.02,0.42865,35644,35644,0,0,0,,N,N,9420,9304.14,1.54605,1.55911,9304.52,1.55955,1.57472,2,LURBAN,LURBAN,0.1896,0.13861,1.21842,1.21842,0,0,1,0.24579,0.09068,0.02265,0.01079,0.392
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.4605,33331,. ,0,0.5964,428,286,0.394,0.035,0.74004,35644,35644,0,0,0,,N,N,4252,4186.32,1.44126,1.44954,4189.45,1.46198,1.46996,2,LURBAN,LURBAN,0.21885,0.1833,1.21842,1.21842,0,0,1,0.50268,0.16167,0.01701,0.01901,0.32755
330057,ST PETER'S HOSPITAL,10580,10580,10580,,,,. ,. ,,,,0.8849,0.8849,1,0.0566,33000,. ,0,0.0794,394,326,0.304,0.017,0.14334,10580,10580,0,0,0,,N,N,9295,9144.7,1.68331,1.69474,9156.46,1.67474,1.68608,2,OURBAN,OURBAN,0.02976,0.02266,0.91967,0.91967,0,0,1,0,0.02945,0.0184,0.00449,0.48296
330058,GENEVA GENERAL HOSPITAL,40380,40380,40380,,,,. ,. ,,,,0.9103,0.9103,1,0,33530,. ,0,0,117,49,0.577,0.052,0.19406,40380,40380,0,0,0,,N,N,1701,1653.85,1.33849,1.34844,1656.92,1.34224,1.35188,2,LURBAN,LURBAN,0,0,0.93767,0.93767,0,0,1,0.05364,0.04008,0.01014,0.00897,0.53038
330059,MONTEFIORE MEDICAL CENTER,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.7838,33020,. ,0,1.0017,995,832,0.185,0.022,0.56657,35644,35644,0,0,0,,N,N,16268,15875.76,1.51591,1.5316,15885.78,1.52404,1.54012,2,LURBAN,LURBAN,0.34866,0.32668,1.21842,1.21842,0,0,1,0.35957,0.12157,0.01874,0.03561,0.31633
330061,LAWRENCE HOSPITAL CENTER,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0,33800,. ,0,0,281,144,0.358,0.027,0.05897,35644,35644,0,0,0,,N,N,4107,4060.2,1.21974,1.22249,4063.15,1.22861,1.23074,2,LURBAN,LURBAN,0,0,1.21842,1.21842,0,0,1,0,0.01201,0.03909,0.02597,0.51848
330064,NYU DOWNTOWN HOSPITAL,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.3842,33420,. ,0,0.5443,172,109,0.444,0.051,0.87179,35644,35644,0,0,0,,N,N,2506,2468.73,1.25362,1.25936,2468.68,1.26365,1.26968,2,LURBAN,LURBAN,0.18577,0.16603,1.21842,1.21842,0,0,1,0.61138,0.19308,0.05259,0.09101,0.34611
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,15380,15380,15380,,,,. ,. ,,,,0.9475,0.9475,1,0.0593,33500,. ,0,0.1119,189,123,0.406,0.026,0.51142,15380,15380,0,0,0,,N,N,2199,2180.95,1.05194,1.0561,2181.54,1.07913,1.08366,2,LURBAN,LURBAN,0.03116,0.03208,0.96374,0.96374,0,0,1,0.31407,0.10912,0.03237,0.01897,0.38706
330066,ST CLARE'S HOSPITAL,10580,10580,10580,,,,. ,. ,,,,0.8849,0.8849,1,0.1486,33650,. ,0,0.3015,200,81,0.486,0.03009,0.23406,10580,10580,0,0,0,,N,N,2362,2321.09,1.33428,1.34216,2325.54,1.34296,1.35036,2,OURBAN,OURBAN,0.07618,0.08881,0.91967,0.91967,0,0,1,0.08525,0.04854,0.02884,0.01392,0.53214
330067,ST FRANCIS HOSPITAL,39100,39100,39100,,35644,,. ,. ,,,,1.3134,1.3113,1,0,33230,. ,0,0,315,153,0.249,0.026,0.45957,39100,39100,0,0,0,,N,N,3024,2945.25,1.42938,1.4471,2949.48,1.45749,1.47728,2,OURBAN,OURBAN,0,0,1.06518,1.06518,0,0,1,0.2713,0.09753,0.012,0.02166,0.40275
330072,OUR LADY OF MERCY MEDICAL CENTER,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.2874,33020,. ,0,0.4961,344,222,0.414,0.037,0.54385,35644,35644,0,0,0,,N,N,4435,4359.32,1.31254,1.33196,4356.22,1.36096,1.38488,2,LURBAN,LURBAN,0.1422,0.15027,1.21842,1.21842,0,0,1,0.34083,0.11642,0.03927,0.0413,0.4179
330073,UNITED MEMORIAL MEDICAL CENTER,33,33,40380,,,,. ,. ,,,,0.9103,0.9103,1,0,33290,. ,0,0,126,69,0.453,0.029,0.31956,40380,40380,0,0,0,LUGAR,W,W,1884,1851,1.12317,1.12882,1853.13,1.14124,1.14649,2,RURAL,LURBAN,0,0,0.93767,0.93767,0,0,1,0.15579,0.06685,0.00622,0.0028,0.457
330074,F F THOMPSON HOSPITAL,40380,40380,40380,,,,. ,. ,,,,0.9103,0.9103,1,0,33530,. ,0,0,113,48,0.716,0.053,0.13741,40380,40380,0,0,0,,N,N,1470,1426.05,1.20213,1.21366,1427.96,1.21554,1.22695,2,LURBAN,LURBAN,0,0,0.93767,0.93767,0,0,1,0,0.02822,0.0067,0.00408,0.46499
330075,ALBERT LINDLEY LEE MEMORIAL HOSPITAL,45060,45060,45060,,,,. ,. ,,,,0.9776,0.9776,1,0,33560,. ,0,0,67,37,0.494,0.018,0.0764,45060,45060,0,0,0,,N,N,1581,1565.81,1.10216,1.10577,1566.51,1.10563,1.10861,2,OURBAN,OURBAN,0,0,0.98461,0.98461,0,0,1,0,0,0.0351,0.00666,0.77258
330078,SISTERS OF CHARITY HOSPITAL,15380,15380,15380,,,,. ,. ,,,,0.9475,0.9475,1,0.1528,33240,. ,0,0.1856,227,177,0.313,0.025,0.3016,15380,15380,0,0,0,,N,N,3301,3240.33,1.46595,1.4724,3246.24,1.47213,1.47879,2,LURBAN,LURBAN,0.07825,0.05377,0.96374,0.96374,0,0,1,0.14097,0.06298,0.02282,0.0179,0.32539
330079,ADIRONDACK MEDICAL CENTER,33,33,33,,,,. ,. ,,,,0.938,0.938,1,0,33270,4290.22,0,0,85,38,0.576,0.052,0.15256,47,47,0,0,17,,W,W,1480,1463.1,1.23186,1.2393,1463.92,1.24221,1.24939,2,RURAL,RURAL,0,0,0.95712,0.95712,0,0,1,0.02666,0,0.03424,0.03459,0.54889
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,35644,35644,35644,,,,. ,. ,,,,1.3344,1.3344,1,0.6836,33020,. ,0,0.811,302,231,0.501,0.036,1.12135,35644,35644,0,0,0,,N,N,3580,3501.35,1.159,1.18538,3500.07,1.17569,1.20261,2,LURBAN,LURBAN,0.31005,0.25717,1.21842,1.21842,0,0,1,0.81726,0.25492,0.00935,0.00759,0.2013
330084,ALICE HYDE MEDICAL CENTER,33,33,33,,,,. ,. ,,,,0.843,0.843,1,0,33270,3584.75,0,0,76,35,0.551,0.039,0.22232,33,33,0,0,16,,N,N,1519,1484.18,1.07035,1.07994,1486.49,1.07313,1.08067,2,RURAL,RURAL,0,0,0.88962,0.88962,0,0,1,0.07556,0,0.00681,0.00444,0.61619
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,33,33,33,,,,. ,. ,,,,0.9498,0.9498,1,0,33570,5032.76,0,0,100,49,0.592,0.037,0.15571,45060,45060,0,0,17,,W,W,2099,2065.93,1.13721,1.14047,2067.25,1.14118,1.14394,2,RURAL,RURAL,0,0,0.96534,0.96534,0,0,1,0.02871,0,0.00999,0.00378,0.63417
